CONTROLLER_FLAG,SL_PWM,U,SL_position,ARM_position,Sprung_acceleration_x
100,0.00,90.00,-0.01,0.00000,10.06
100,810.79,145.70,2.28,0.00000,0.02
100,810.79,145.70,9.86,0.00000,0.09
100,810.79,145.70,20.88,0.00000,-0.52
100,810.79,145.70,34.99,-0.00157,-0.70
100,810.79,147.86,49.98,-0.00785,-0.18
100,810.79,147.86,64.54,-0.01885,0.31
100,810.79,147.86,78.13,-0.03299,4.53
100,810.79,147.86,90.76,-0.05341,2.60
100,810.79,147.86,102.67,-0.07540,0.90
100,810.79,88.92,113.79,-0.09425,-0.99
100,217.76,88.92,124.80,-0.11310,-0.40
100,-810.79,88.92,130.42,-0.12723,0.50
100,-810.79,88.92,126.35,-0.13195,-2.17
100,-810.79,59.46,116.53,-0.12252,-6.41
100,-349.17,59.46,102.37,-0.10524,-5.35
100,810.79,59.46,90.57,-0.08011,-4.15
100,810.79,59.46,87.16,-0.06126,-0.66
100,69.37,59.46,88.91,-0.05655,12.30
100,-810.79,44.72,87.78,-0.05812,5.40
100,-530.17,44.72,80.20,-0.05498,-1.84
100,810.79,44.72,71.07,-0.04712,-4.92
100,810.79,44.72,68.28,-0.03927,-3.24
100,-462.53,44.72,69.61,-0.03613,2.71
100,178.91,97.37,67.67,-0.03456,3.57
100,810.79,97.37,66.42,-0.03299,-0.27
100,810.79,97.37,70.06,-0.03456,0.10
100,810.79,97.37,76.53,-0.03927,0.10
100,-110.42,97.37,83.12,-0.04555,1.08
100,-810.79,63.68,84.61,-0.05184,2.43
100,-184.16,63.68,78.40,-0.05184,-1.52
100,810.79,63.68,72.09,-0.04555,-4.77
100,810.79,63.68,72.24,-0.04241,-2.08
100,-336.41,46.84,75.41,-0.04398,1.66
100,-810.79,46.84,73.96,-0.04398,2.24
100,-55.50,46.84,66.65,-0.03770,-1.69
100,810.79,46.84,60.22,-0.03142,-2.53
100,761.70,46.84,60.42,-0.02670,-0.71
100,-629.53,38.41,62.79,-0.02670,3.19
100,-786.88,38.41,59.71,-0.02670,0.04
100,409.16,38.41,53.10,-0.02199,-0.50
100,810.79,38.41,49.49,-0.01885,-0.89
100,-31.36,38.41,51.73,-0.01728,0.89
100,-810.79,34.20,52.40,-0.01728,1.64
100,-144.39,34.20,47.27,-0.01571,-1.08
100,810.79,34.20,42.27,-0.01257,-0.71
100,502.42,34.20,42.97,-0.01100,0.44
100,-522.81,34.20,45.04,-0.01100,0.44
100,701.03,92.11,44.66,-0.01100,1.12
100,810.79,92.11,46.74,-0.01100,0.04
100,810.79,92.11,53.10,-0.01414,0.09
100,805.94,92.11,62.00,-0.01885,0.83
100,-475.18,92.11,69.77,-0.02827,2.02
100,-810.79,61.05,70.76,-0.03613,2.71
100,254.69,61.05,64.63,-0.03456,-3.74
100,810.79,61.05,60.65,-0.03142,-3.62
100,810.79,61.05,63.10,-0.02985,0.01
100,-355.53,105.53,67.33,-0.03142,3.50
100,649.19,105.53,68.88,-0.03299,0.48
100,810.79,105.53,71.23,-0.03456,-0.48
100,810.79,105.53,76.63,-0.03927,0.93
100,400.53,105.53,82.85,-0.04712,2.44
100,508.77,127.77,86.30,-0.05498,1.36
100,810.79,127.77,88.90,-0.06283,-1.44
100,810.79,127.77,94.33,-0.07069,-1.43
100,576.43,127.77,101.14,-0.07854,1.63
100,-3.64,127.77,106.19,-0.08796,1.07
100,674.52,138.89,107.49,-0.09425,1.07
100,810.79,138.89,108.89,-0.09739,-2.01
100,810.79,138.89,113.66,-0.10210,-1.90
100,346.53,138.89,119.86,-0.10996,1.38
100,67.68,138.89,122.99,-0.11624,1.89
100,-810.79,84.44,122.54,-0.12095,-0.21
100,-569.24,84.44,115.79,-0.11781,-4.13
100,790.92,84.44,107.54,-0.10524,-2.97
100,810.79,84.44,104.74,-0.09739,-3.55
100,-344.11,57.22,105.84,-0.09425,1.54
100,-810.79,57.22,102.53,-0.09111,5.56
100,-484.37,57.22,93.40,-0.08168,-2.64
100,810.79,57.22,83.46,-0.06754,-4.59
100,810.79,57.22,81.27,-0.05655,-3.62
100,294.43,103.61,82.28,-0.05184,3.98
100,810.79,103.61,82.82,-0.05184,5.71
100,810.79,103.61,86.28,-0.05655,1.06
100,252.90,103.61,90.21,-0.06283,0.26
100,437.81,103.61,91.19,-0.06754,-1.77
100,810.79,126.81,91.71,-0.06754,-1.27
100,810.79,126.81,95.11,-0.07069,0.75
100,810.79,126.81,100.76,-0.07697,0.75
100,306.48,126.81,107.20,-0.08639,2.70
100,160.27,126.81,109.98,-0.09582,1.76
100,810.79,138.41,110.62,-0.10210,-1.59
100,810.79,138.41,114.20,-0.10524,-3.42
100,327.51,138.41,119.75,-0.10996,-0.09
100,267.10,138.41,122.13,-0.11624,1.67
100,716.36,84.20,122.44,-0.11781,-0.02
100,-810.79,84.20,122.32,-0.11938,-1.50
100,-746.80,84.20,116.72,-0.11781,-2.28
100,636.56,84.20,108.09,-0.10524,-1.97
100,810.79,84.20,104.34,-0.09582,-2.11
100,-423.72,57.10,105.32,-0.09425,1.61
100,-810.79,57.10,102.12,-0.09111,3.87
