SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
-815.94,90.00,90.60,0.00,-4.32000,0.11
815.94,128.99,90.66,0.41,0.00000,0.27
815.94,128.99,93.78,0.73,-0.09000,0.46
815.94,128.99,98.81,3.09,-0.18000,0.64
815.94,128.99,104.90,4.72,-0.27000,0.79
815.94,128.99,112.29,5.84,-0.45000,0.91
-815.94,128.99,116.41,6.52,-0.72000,1.00
815.94,130.50,114.43,0.24,-0.90000,1.05
815.94,130.50,115.92,-0.46,-1.17000,1.07
815.94,130.50,119.61,2.50,-1.44000,1.05
-815.94,130.50,123.94,4.27,-1.71000,1.00
815.94,130.50,122.23,0.16,-1.98000,0.92
815.94,130.50,123.26,-0.20,-2.25000,0.84
-815.94,130.50,126.69,2.67,-2.52000,0.74
-815.94,89.25,124.03,-0.40,-2.79000,0.63
815.94,89.25,116.09,-6.59,-2.79000,0.51
815.94,89.25,112.97,-3.62,-2.61000,0.37
-815.94,89.25,112.32,-0.35,-2.61000,0.23
815.94,89.25,106.45,-0.35,-2.25000,0.09
815.94,89.25,104.25,-5.01,-1.89000,-0.05
-815.94,68.62,104.05,-1.51,-1.71000,-0.19
-814.45,68.62,97.78,-0.84,-1.35000,-0.32
815.94,68.62,92.42,-6.33,-0.81000,-0.42
-815.94,68.62,92.21,-3.26,-0.54000,-0.50
-815.94,68.62,87.49,-0.67,-0.18000,-0.57
815.94,68.62,82.67,-5.51,0.27000,-0.61
-815.94,68.62,83.76,-1.96,0.36000,-0.61
-815.94,58.31,81.02,0.68,0.45000,-0.58
815.94,58.31,76.07,-4.82,0.81000,-0.52
-815.94,58.31,75.90,-1.68,0.90000,-0.44
815.94,58.31,71.47,-1.89,1.17000,-0.35
815.94,58.31,69.89,-3.14,1.53000,-0.28
-815.94,58.31,69.54,0.40,1.53000,-0.20
815.94,58.31,66.33,-3.11,1.71000,-0.11
815.94,95.16,68.56,1.07,1.71000,-0.03
-815.94,95.16,74.13,4.50,1.53000,0.05
815.94,95.16,75.60,1.91,1.44000,0.14
815.94,95.16,77.55,1.91,1.35000,0.21
815.94,95.16,81.83,1.63,1.08000,0.29
815.94,95.16,82.67,3.95,1.08000,0.35
815.94,71.58,84.10,0.22,0.90000,0.40
-815.94,71.58,84.64,1.79,0.81000,0.42
815.94,71.58,79.56,-1.16,0.90000,0.43
815.94,71.58,79.30,-3.81,0.90000,0.41
-815.94,71.58,80.59,1.28,0.81000,0.37
815.94,71.58,76.53,-1.13,0.99000,0.32
815.94,71.58,77.00,-2.45,0.99000,0.26
-815.94,59.79,77.34,1.74,0.99000,0.19
815.94,59.79,72.15,-3.11,1.17000,0.13
815.94,59.79,71.30,-2.83,1.26000,0.06
-815.94,59.79,71.00,0.74,1.44000,-0.01
815.94,59.79,67.46,-3.32,1.62000,-0.08
-815.94,59.79,68.64,0.43,1.62000,-0.13
815.94,59.79,65.57,-1.81,1.71000,-0.16
-815.94,53.89,65.52,-0.82,1.89000,-0.18
-815.94,53.89,63.52,-1.10,1.89000,-0.19
815.94,53.89,60.57,-1.10,2.16000,-0.18
-815.94,53.89,62.05,-2.92,2.16000,-0.18
815.94,53.89,59.71,1.32,2.25000,-0.16
815.94,53.89,58.52,-2.57,2.34000,-0.14
-815.94,50.94,59.47,-0.02,2.34000,-0.11
815.94,50.94,56.25,-0.41,2.43000,-0.08
