CONTROLLER_FLAG,SL_PWM,U,Motor_speed,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
100,0.00,0.00,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.98,0.20,-0.63
100,800.78,145.70,0.00,8.70,0.00,0.00000,0.00000,-0.00000,-0.00000,0.01000,0.00395,0.00004,0.04,0.05,9.81
100,800.78,145.70,4.24,32.10,4.24,-0.00471,0.00000,-0.00015,-0.00362,0.00984,-0.00376,-0.00231,0.12,0.51,9.58
100,800.78,145.70,9.61,58.79,9.61,-0.02670,-0.13963,-0.00118,-0.02342,0.00821,-0.03711,0.00081,2.79,-2.61,14.01
100,800.78,147.86,10.53,83.12,10.53,-0.06597,-0.53550,-0.00251,-0.03024,0.00481,-0.07726,0.00224,1.49,-2.04,9.66
100,800.78,147.86,9.83,105.65,9.83,-0.10367,-0.91325,-0.00326,-0.01736,0.00082,-0.09280,0.00220,-0.83,-1.26,8.42
100,800.78,147.86,9.26,128.02,9.26,-0.13823,-0.87672,-0.00413,-0.02024,-0.00305,-0.08998,-0.00021,0.60,1.59,8.83
100,-398.35,147.86,9.14,151.85,9.14,-0.16808,-0.80366,-0.00477,-0.01492,-0.00643,-0.07851,-0.00043,-1.29,-0.29,8.96
100,-800.78,88.92,9.74,154.67,9.74,-0.17907,-0.65754,-0.00497,-0.00469,-0.00897,-0.05923,-0.00085,-1.91,-1.88,11.40
100,-800.78,88.92,-0.01,132.81,-0.01,-0.16493,-0.22440,-0.00424,0.01742,-0.00896,0.00030,-0.00259,-2.26,0.63,9.93
100,800.78,88.92,-9.58,103.67,-9.58,-0.11938,0.41888,-0.00322,0.02262,-0.00631,0.05882,0.00108,-2.50,0.59,10.50
100,800.78,88.92,-11.09,100.74,-11.09,-0.09425,1.04720,-0.00251,0.01699,-0.00216,0.09889,0.00375,-2.90,-1.55,14.04
100,-800.78,59.46,-0.61,105.83,-0.61,-0.10681,0.51142,-0.00400,-0.03460,-0.00193,0.00548,-0.00313,11.56,1.31,5.64
100,-33.31,59.46,1.80,88.89,1.80,-0.09582,-0.33660,-0.00362,0.00902,-0.00266,-0.01749,-0.00104,-3.09,-0.60,10.37
100,800.78,59.46,-7.61,78.71,-7.61,-0.06597,0.32877,-0.00154,0.04836,0.00053,0.07428,-0.00005,-5.04,-1.75,12.51
100,-748.22,44.72,-3.31,79.69,-3.31,-0.06597,0.71060,-0.00255,-0.02410,0.00191,0.03273,0.00213,6.89,0.49,9.76
100,675.50,44.72,0.01,66.75,0.01,-0.05812,-0.03653,-0.00243,0.00295,0.00191,-0.00008,-0.00392,-1.48,-0.46,12.39
100,-270.06,44.72,-5.50,64.72,-5.50,-0.04555,0.22440,-0.00103,0.03321,0.00407,0.05160,0.00112,-4.09,-0.69,10.48
100,-211.55,44.72,-0.56,59.30,-0.56,-0.04241,0.26818,-0.00173,-0.01697,0.00428,0.00511,0.00027,5.60,-0.09,7.42
100,800.78,97.37,-2.56,53.84,-2.56,-0.03456,0.10959,-0.00120,0.01223,0.00521,0.02148,-0.00093,-1.92,0.29,10.55
100,800.78,97.37,-1.93,64.05,-1.93,-0.03927,0.15325,-0.00108,0.00307,0.00586,0.01602,0.00027,1.39,-0.41,10.29
100,-68.17,97.37,4.51,77.86,4.51,-0.05812,-0.10959,-0.00234,-0.02943,0.00419,-0.03894,-0.00025,2.59,0.24,10.74
100,539.09,97.37,5.62,80.26,5.62,-0.07069,-0.48620,-0.00284,-0.01193,0.00200,-0.05211,0.00223,0.87,0.33,9.29
100,-534.96,63.68,0.73,84.37,0.73,-0.07383,-0.26818,-0.00225,0.01451,0.00170,-0.00721,-0.00133,-4.55,-0.43,9.90
100,599.80,63.68,1.78,75.24,1.78,-0.06754,-0.07480,-0.00274,-0.01162,0.00096,-0.01765,-0.00116,-0.24,0.29,7.61
100,32.29,63.68,-4.09,74.89,-4.09,-0.06126,0.14612,-0.00152,0.02832,0.00269,0.04013,0.00042,-1.96,0.63,9.02
100,-388.55,63.68,0.29,73.07,0.29,-0.06126,0.15325,-0.00214,-0.01522,0.00257,-0.00280,0.00004,2.57,0.29,8.36
100,-104.38,46.84,-0.98,67.36,-0.98,-0.05498,0.03740,-0.00188,0.00638,0.00297,0.00944,-0.00069,-2.01,-0.47,11.03
100,118.41,46.84,-2.35,61.76,-2.35,-0.04555,0.10959,-0.00131,0.01335,0.00392,0.02259,0.00045,-0.74,-0.05,10.20
100,583.48,46.84,-2.45,56.90,-2.45,-0.03770,0.22440,-0.00122,0.00225,0.00479,0.02084,0.00067,0.01,-0.09,9.77
100,-60.41,46.84,-1.92,56.41,-1.92,-0.03613,0.19156,-0.00120,0.00042,0.00547,0.01647,-0.00020,1.28,0.03,9.40
100,-582.96,38.41,-0.21,53.81,-0.21,-0.03613,0.03740,-0.00126,-0.00138,0.00554,0.00176,-0.00092,0.05,-0.01,9.91
100,271.88,38.41,-1.21,47.51,-1.21,-0.02827,0.03653,-0.00097,0.00671,0.00597,0.00987,-0.00001,-0.75,0.07,9.73
100,267.03,38.41,-2.75,45.68,-2.75,-0.02356,0.14960,-0.00067,0.00722,0.00681,0.02007,0.00068,-0.67,-0.29,10.16
