SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
815.94,90.00,89.57,0.00,-4.68000,0.11
815.94,128.99,91.59,0.41,0.00000,0.27
815.94,128.99,95.86,2.23,-0.18000,0.45
815.94,128.99,101.34,4.02,-0.27000,0.63
815.94,128.99,108.32,5.31,-0.45000,0.78
-815.94,128.99,112.62,6.28,-0.63000,0.91
815.94,128.99,111.99,1.14,-0.81000,0.99
815.94,128.99,114.16,0.58,-0.99000,1.04
815.94,130.50,118.63,2.99,-1.26000,1.05
815.94,130.50,119.74,3.60,-1.53000,1.03
815.94,130.50,119.83,-0.81,-1.89000,0.98
815.94,130.50,122.83,1.67,-2.16000,0.92
815.94,130.50,124.04,2.66,-2.43000,0.83
815.94,130.50,123.74,-0.99,-2.70000,0.73
-815.94,130.50,126.60,1.97,-2.97000,0.62
815.94,130.50,125.91,0.39,-3.15000,0.50
-815.94,89.25,125.20,-0.24,-3.24000,0.38
-815.94,89.25,118.24,-5.48,-3.15000,0.25
815.94,89.25,111.03,-6.63,-2.61000,0.11
815.94,89.25,110.68,-6.63,-2.34000,-0.05
-815.94,89.25,109.68,-0.47,-2.16000,-0.22
815.94,89.25,103.36,-1.33,-1.80000,-0.37
815.94,89.25,101.59,-5.43,-1.53000,-0.50
-815.94,68.62,102.81,-0.60,-1.53000,-0.59
-815.94,68.62,98.42,0.23,-1.26000,-0.65
815.94,68.62,89.64,-5.52,-0.72000,-0.67
815.94,68.62,86.35,-6.83,-0.18000,-0.67
-815.94,68.62,88.21,-0.58,0.18000,-0.69
-815.94,68.62,84.92,0.47,0.36000,-0.68
815.94,68.62,78.78,-5.54,0.63000,-0.63
815.94,68.62,78.72,-2.49,0.72000,-0.55
-815.94,58.31,80.78,2.26,0.72000,-0.45
-815.94,58.31,75.76,-2.21,0.90000,-0.34
815.94,58.31,69.45,-6.28,1.35000,-0.23
815.94,58.31,69.64,-1.19,1.62000,-0.14
-815.94,58.31,71.41,2.11,1.62000,-0.07
815.94,58.31,66.41,-3.74,1.80000,0.01
815.94,58.31,64.44,-2.31,1.98000,0.07
-815.94,58.31,67.02,-2.31,1.89000,0.12
815.94,95.16,66.62,2.12,1.98000,0.17
815.94,95.16,69.32,-0.25,1.89000,0.21
