SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
0.00,90.00,0.00,0.00,0.00000,10.06
756.00,90.00,0.10,0.00,0.00000,0.00
756.00,90.00,0.56,0.78,0.00000,-0.23
756.00,90.00,1.43,2.09,0.00000,0.15
756.00,90.00,2.54,2.09,0.00000,0.15
756.00,90.00,4.22,3.31,0.00000,0.11
756.00,90.00,6.03,4.77,0.00000,0.04
756.00,90.00,8.12,5.73,0.00000,-0.40
756.00,90.00,10.40,6.40,0.00000,0.05
756.00,90.00,12.64,6.40,0.00000,0.05
756.00,90.00,15.49,7.04,0.00000,0.57
756.00,90.00,18.25,7.91,-0.09000,0.05
756.00,90.00,21.12,7.99,-0.09000,-1.34
756.00,90.00,24.02,8.37,-0.09000,0.07
756.00,90.00,27.42,8.57,-0.18000,2.61
756.00,90.00,31.00,8.88,-0.18000,1.40
756.00,90.00,34.59,8.93,-0.27000,0.29
785.00,90.00,38.17,8.98,-0.36000,0.10
785.00,90.00,41.80,8.97,-0.36000,1.15
785.00,90.00,45.49,9.17,-0.36000,0.38
785.00,90.00,49.15,9.08,-0.45000,-1.01
785.00,90.00,52.78,9.05,-0.45000,-0.31
785.00,90.00,56.39,9.03,-0.54000,0.50
785.00,90.00,60.04,9.07,-0.54000,1.47
785.00,90.00,63.60,8.95,-0.63000,-0.37
785.00,90.00,67.06,8.73,-0.72000,0.34
785.00,90.00,69.82,8.73,-0.72000,0.34
785.00,90.00,73.02,8.92,-0.81000,0.04
785.00,90.00,75.86,8.57,-0.90000,0.78
785.00,90.00,78.55,7.92,-0.99000,0.41
785.00,90.00,81.25,7.95,-1.08000,2.56
785.00,90.00,83.75,7.95,-1.17000,2.56
-15.00,90.00,86.58,7.92,-1.35000,2.26
-15.00,90.00,88.84,7.45,-1.44000,0.30
-15.00,90.00,90.70,5.95,-1.62000,-0.02
-15.00,90.00,92.05,4.81,-1.71000,2.27
-15.00,90.00,93.12,4.81,-1.89000,2.27
-15.00,90.00,93.91,3.36,-1.98000,2.10
-15.00,90.00,94.44,2.31,-2.16000,0.40
-15.00,90.00,94.62,1.11,-2.34000,0.21
-15.00,90.00,94.51,-0.08,-2.43000,0.41
-15.00,90.00,94.24,-0.08,-2.61000,0.41
-15.00,90.00,93.83,-0.75,-2.79000,-0.15
-15.00,90.00,93.27,-1.44,-2.97000,-0.18
-15.00,90.00,92.60,-1.84,-3.15000,-0.55
-15.00,90.00,91.82,-2.17,-3.24000,-0.67
-15.00,90.00,91.02,-2.17,-3.42000,-0.67
-15.00,90.00,90.01,-2.38,-3.51000,-0.82
-15.00,90.00,88.97,-2.83,-3.60000,-1.17
-415.00,90.00,87.85,-3.21,-3.78000,-1.29
-415.00,90.00,86.62,-3.44,-3.87000,-1.50
-415.00,90.00,85.41,-3.44,-3.96000,-1.50
-415.00,90.00,83.88,-3.69,-4.05000,-1.77
-415.00,90.00,82.40,-4.23,-4.05000,-1.88
-415.00,90.00,80.83,-4.50,-3.96000,-4.31
-415.00,90.00,79.26,-4.55,-3.96000,-3.30
-415.00,90.00,78.12,-4.55,-3.87000,-3.30
-415.00,90.00,76.41,-4.50,-3.78000,-2.58
-415.00,90.00,74.84,-4.66,-3.69000,-1.63
-415.00,90.00,73.23,-4.63,-3.60000,-1.88
-415.00,90.00,71.65,-4.60,-3.42000,-2.39
-415.00,90.00,70.19,-4.60,-3.33000,-2.39
-415.00,90.00,68.47,-4.51,-3.24000,-2.79
-415.00,90.00,66.90,-4.72,-3.06000,-2.17
-415.00,90.00,65.33,-4.59,-2.88000,-1.19
-415.00,90.00,64.06,-4.55,-2.70000,-0.63
-615.00,90.00,62.59,-4.55,-2.61000,-0.63
-615.00,90.00,60.78,-4.55,-2.43000,0.80
-615.00,90.00,58.98,-5.00,-2.25000,1.00
-615.00,90.00,57.11,-5.36,-2.16000,1.30
-615.00,90.00,55.19,-5.58,-2.07000,1.78
-615.00,90.00,53.35,-5.58,-1.89000,1.78
-615.00,90.00,51.48,-5.68,-1.80000,1.62
-615.00,90.00,49.41,-5.99,-1.62000,0.62
-615.00,90.00,47.35,-5.97,-1.53000,0.85
-615.00,90.00,45.21,-6.11,-1.44000,0.07
-615.00,90.00,43.22,-6.11,-1.35000,0.07
-615.00,90.00,40.86,-6.26,-1.26000,-0.44
-615.00,90.00,38.70,-6.46,-1.17000,-0.46
-615.00,90.00,36.79,-6.22,-1.08000,-0.30
-615.00,90.00,34.62,-6.26,-0.90000,-1.03
-615.00,90.00,32.61,-6.26,-0.81000,-1.03
100.00,90.00,30.27,-6.37,-0.72000,-0.54
