CONTROLLER_FLAG,SL_PWM,U,Motor_speed,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
100,0.00,0.00,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.04,0.12,-0.60
100,800.78,145.70,0.00,8.64,0.00,0.00000,0.00000,-0.00000,-0.00000,0.01000,0.00395,0.00004,0.02,-0.07,9.76
100,800.78,147.86,4.22,31.21,4.22,-0.00471,0.00000,-0.00015,-0.00359,0.00984,-0.00373,-0.00231,0.30,0.21,10.14
100,800.78,147.86,9.22,56.46,9.22,-0.02356,-0.13963,-0.00108,-0.02102,0.00832,-0.03465,0.00081,1.54,-2.35,13.19
100,800.78,88.92,10.21,78.54,10.21,-0.05341,-0.43836,-0.00253,-0.03385,0.00519,-0.07272,0.00163,0.92,-0.50,8.75
100,800.78,88.92,8.94,99.05,8.94,-0.08954,-0.73060,-0.00344,-0.02152,0.00166,-0.08402,0.00191,1.98,1.87,9.53
100,-800.78,59.46,8.34,118.47,8.34,-0.12095,-0.84019,-0.00403,-0.01390,-0.00184,-0.08138,0.00054,-1.27,-1.05,12.88
100,-800.78,59.46,7.91,112.93,7.91,-0.13352,-0.71060,-0.00474,-0.01682,-0.00490,-0.07297,-0.00077,-1.00,1.32,8.72
100,-800.78,44.72,-3.28,86.72,-3.28,-0.09739,-0.21918,-0.00275,0.04620,-0.00363,0.02964,-0.00287,-4.68,-0.80,10.42
100,800.78,44.72,-11.12,64.80,-11.12,-0.04241,0.90757,-0.00108,0.03725,0.00125,0.10827,0.00384,-5.05,-2.61,11.13
100,800.78,97.37,-7.51,67.31,-7.51,-0.03770,1.16896,-0.00207,-0.02320,0.00433,0.07168,0.00152,10.22,-0.14,12.41
100,800.78,97.37,1.58,78.73,1.58,-0.05655,0.03740,-0.00281,-0.01749,0.00372,-0.01449,-0.00676,1.98,-0.10,7.83
100,-800.78,63.68,4.97,87.46,4.97,-0.07540,-0.44880,-0.00326,-0.01067,0.00171,-0.04774,0.00246,0.75,-1.14,10.12
100,800.78,63.68,2.83,72.77,2.83,-0.06912,-0.44880,-0.00286,0.00944,0.00059,-0.02682,-0.00000,-2.02,1.33,11.18
100,-379.47,46.84,-6.25,72.61,-6.25,-0.05812,0.26180,-0.00122,0.03900,0.00311,0.06014,-0.00112,-4.50,0.63,10.03
100,295.59,46.84,0.32,63.63,0.32,-0.05184,0.22440,-0.00212,-0.02127,0.00299,-0.00302,-0.00022,5.06,-0.48,8.00
100,104.08,38.41,-4.26,58.78,-4.26,-0.03927,0.14960,-0.00099,0.02690,0.00464,0.03934,-0.00045,-1.84,0.32,8.00
100,-612.05,34.20,-1.69,55.82,-1.69,-0.03770,0.26180,-0.00133,-0.00814,0.00521,0.01364,0.00067,2.94,-2.01,13.21
100,106.42,34.20,-1.41,48.32,-1.41,-0.02985,0.03740,-0.00110,0.00547,0.00571,0.01183,-0.00112,-0.37,2.18,8.91
100,800.78,92.11,-3.17,44.10,-3.17,-0.02356,0.22440,-0.00073,0.00877,0.00675,0.02479,0.00067,-0.51,-2.13,10.62
100,800.78,92.11,-1.41,54.27,-1.41,-0.02827,0.11220,-0.00075,-0.00048,0.00713,0.00917,-0.00045,1.85,0.77,9.25
100,-499.52,61.05,4.69,68.32,4.69,-0.04241,-0.11220,-0.00184,-0.02598,0.00562,-0.03599,0.00000,1.22,-0.45,10.24
100,617.48,61.05,5.63,62.24,5.63,-0.04869,-0.41140,-0.00243,-0.01406,0.00358,-0.04876,0.00179,-0.40,-1.06,8.09
100,800.78,105.53,-3.20,63.82,-3.20,-0.04398,-0.03740,-0.00109,0.03198,0.00480,0.02907,-0.00223,-2.15,0.93,9.49
100,517.97,105.53,1.47,76.83,1.47,-0.05498,0.03740,-0.00177,-0.01617,0.00424,-0.01317,0.00000,1.17,0.01,10.23
100,800.78,127.77,5.61,83.26,5.61,-0.06754,-0.22440,-0.00316,-0.03321,0.00206,-0.05187,0.00112,2.60,0.89,9.73
100,800.78,127.77,2.38,92.26,2.38,-0.07854,-0.29920,-0.00313,0.00087,0.00108,-0.02345,0.00045,-1.30,-0.67,10.10
100,800.78,138.89,4.17,105.91,4.17,-0.09896,-0.29920,-0.00381,-0.01629,-0.00061,-0.04033,0.00000,1.65,0.43,11.02
100,408.78,138.89,5.90,114.46,5.90,-0.11938,-0.48620,-0.00457,-0.01798,-0.00299,-0.05660,0.00112,1.03,0.21,10.45
100,-800.78,84.44,3.13,116.31,3.13,-0.12881,-0.48620,-0.00414,0.01021,-0.00417,-0.02800,-0.00000,-2.10,-0.88,8.92
100,800.78,84.44,0.44,102.83,0.44,-0.11781,-0.18700,-0.00369,0.01058,-0.00433,-0.00394,-0.00179,-1.81,0.35,9.75
100,-800.78,57.22,-5.77,100.28,-5.77,-0.10681,0.29920,-0.00239,0.03092,-0.00204,0.05449,0.00067,-3.19,-0.32,10.08
100,451.46,57.22,-1.08,84.19,-1.08,-0.08954,0.22440,-0.00273,-0.00809,-0.00165,0.00941,-0.00045,2.26,-0.19,9.47
100,800.78,103.61,-7.14,79.62,-7.14,-0.06597,0.48620,-0.00141,0.03157,0.00129,0.06992,0.00156,-5.21,1.00,6.31
100,800.78,103.61,-1.06,88.91,-1.06,-0.07383,0.48620,-0.00261,-0.02858,0.00173,0.01042,0.00000,8.88,-1.65,12.88
100,638.87,126.81,4.06,102.20,4.06,-0.09425,-0.22440,-0.00354,-0.02230,0.00003,-0.04039,-0.00156,0.67,2.44,7.97
100,78.02,138.41,5.70,109.23,5.70,-0.11624,-0.48620,-0.00424,-0.01652,-0.00229,-0.05524,0.00156,1.13,-2.22,10.72
100,800.78,138.41,2.55,113.32,2.55,-0.12095,-0.53637,-0.00352,0.01765,-0.00329,-0.02447,0.00031,-2.03,1.69,9.56
100,-370.29,84.20,1.95,122.78,1.95,-0.13352,-0.07306,-0.00405,-0.01234,-0.00408,-0.01817,-0.00270,1.65,-1.12,12.75
100,-460.76,84.20,3.95,112.40,3.95,-0.13195,-0.34481,-0.00431,-0.00640,-0.00545,-0.03358,0.00157,0.12,0.55,9.00
100,755.69,57.10,-4.92,101.56,-4.92,-0.10838,0.10710,-0.00277,0.03579,-0.00352,0.04491,-0.00132,-2.95,-0.17,8.95
100,-800.78,57.10,-3.79,95.43,-3.79,-0.10210,0.53637,-0.00299,-0.00547,-0.00203,0.03632,0.00261,3.30,-1.43,14.34
100,800.78,43.54,-3.23,79.16,-3.23,-0.07540,0.17850,-0.00224,0.01715,-0.00066,0.03118,-0.00204,-2.89,2.00,7.87
100,-800.78,43.54,-6.42,76.16,-6.42,-0.06440,0.65131,-0.00178,0.01127,0.00192,0.06302,0.00289,-0.74,-3.20,12.18
100,800.78,36.77,-1.50,61.77,-1.50,-0.05184,0.21918,-0.00191,-0.00312,0.00255,0.01460,-0.00255,0.13,2.91,5.40
100,-719.33,36.77,-5.87,60.97,-5.87,-0.04084,0.33660,-0.00083,0.02573,0.00480,0.05343,0.00067,-2.32,0.67,8.88
100,625.00,33.38,-0.28,50.21,-0.28,-0.03299,0.22987,-0.00151,-0.01655,0.00490,0.00249,-0.00065,1.06,-0.35,9.39
100,-12.17,33.38,-4.67,48.54,-4.67,-0.02670,0.18265,-0.00058,0.02166,0.00650,0.03730,-0.00026,-1.63,0.87,8.86
