SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
-815.94,90.00,90.54,0.00,-7.74000,12.63
815.94,128.99,90.53,0.39,0.00000,-3.28
815.94,128.99,94.54,0.56,-0.09000,-0.11
815.94,128.99,101.28,4.03,-0.18000,1.45
-815.94,128.99,109.77,6.33,-0.27000,-0.37
-815.94,128.99,113.67,7.39,-0.36000,1.05
815.94,128.99,111.49,0.66,-0.45000,-1.57
815.94,130.50,113.60,-0.84,-0.45000,-0.40
-815.94,130.50,119.44,3.41,-0.54000,0.26
-815.94,130.50,121.33,4.63,-0.63000,1.14
815.94,130.50,119.52,-1.55,-0.63000,-0.93
815.94,130.50,122.91,1.22,-0.72000,0.19
-815.94,130.50,125.44,3.82,-0.81000,0.64
815.94,130.50,123.25,-1.64,-0.90000,-0.05
-815.94,89.25,125.12,1.15,-0.90000,0.05
-815.94,89.25,122.02,-1.53,-0.99000,-0.35
-815.94,89.25,113.48,-6.71,-0.99000,-0.23
815.94,89.25,105.03,-7.84,-0.90000,-0.51
815.94,89.25,103.60,-1.80,-0.81000,-0.29
-815.94,89.25,106.61,-1.80,-0.90000,-0.31
-815.94,89.25,105.14,2.51,-0.81000,-0.78
-815.94,68.62,97.54,-1.77,-0.72000,0.04
815.94,68.62,91.75,-6.80,-0.36000,-0.98
-815.94,68.62,91.77,-4.40,-0.18000,-2.49
-815.94,68.62,87.73,-0.01,0.00000,3.93
815.94,68.62,82.72,-4.47,0.36000,-1.27
-815.94,68.62,83.74,-3.00,0.54000,-1.08
-815.94,58.31,81.09,0.84,0.54000,4.06
815.94,58.31,75.19,-4.44,0.99000,-2.45
-815.94,58.31,75.24,-3.31,1.26000,-1.10
-815.94,58.31,72.99,0.47,1.35000,3.43
815.94,58.31,68.98,-4.22,1.62000,-1.93
-815.94,58.31,69.63,-1.02,1.80000,1.09
815.94,58.31,66.46,-0.83,1.89000,1.02
815.94,95.16,66.41,-1.89,1.98000,-1.31
815.94,95.16,70.49,2.73,1.98000,2.72
815.94,95.16,76.76,5.08,1.71000,1.62
-815.94,95.16,80.45,4.46,1.44000,-0.02
815.94,95.16,79.62,-0.92,1.26000,-0.26
815.94,95.16,82.47,2.24,1.08000,0.27
-815.94,71.58,86.72,2.24,0.90000,0.17
-815.94,71.58,84.83,3.92,0.72000,0.06
815.94,71.58,79.08,-2.17,0.90000,-0.56
815.94,71.58,78.68,-4.60,0.99000,-0.25
-815.94,71.58,81.17,0.48,0.90000,0.94
815.94,71.58,77.53,1.33,0.99000,-2.30
815.94,71.58,75.73,-3.77,1.08000,-1.14
-815.94,59.79,78.05,0.13,1.08000,0.95
-815.94,59.79,74.93,0.96,1.17000,-1.69
815.94,59.79,69.29,-4.93,1.44000,-1.38
815.94,59.79,69.95,-2.32,1.80000,-0.94
-815.94,59.79,69.82,1.47,1.80000,5.62
815.94,59.79,65.92,-3.38,1.98000,-2.49
-815.94,59.79,67.22,-0.41,2.07000,1.30
-815.94,53.89,65.69,0.41,2.07000,-2.18
815.94,53.89,62.01,-3.75,2.34000,-1.06
-815.94,53.89,63.20,0.46,2.43000,1.70
815.94,53.89,60.57,-1.41,2.52000,-0.16
815.94,53.89,59.39,-1.56,2.61000,-0.71
-815.94,53.89,60.22,-1.56,2.70000,-0.45
815.94,50.94,57.49,0.68,2.79000,0.84
-815.94,50.94,58.50,-2.23,2.79000,-0.66
815.94,50.94,55.98,0.59,2.97000,1.79
-815.94,50.94,56.71,-2.19,2.97000,-0.73
815.94,50.94,54.30,0.32,3.06000,1.22
-815.94,50.94,55.41,-1.66,3.15000,-0.13
815.94,50.94,53.30,0.74,3.15000,1.53
815.94,91.48,54.29,-1.71,3.24000,-0.02
815.94,91.48,58.94,2.55,3.15000,2.20
815.94,91.48,65.50,5.01,2.88000,0.59
815.94,91.48,68.57,5.22,2.79000,1.29
815.94,91.48,69.82,0.63,2.61000,-0.78
815.94,91.48,73.73,2.76,2.43000,0.42
-815.94,91.48,78.56,4.48,2.25000,0.84
815.94,69.73,76.62,-0.23,1.98000,-0.36
-815.94,69.73,76.67,-0.81,1.80000,-0.34
815.94,69.73,74.65,-1.17,1.62000,-0.75
815.94,69.73,74.79,-0.27,1.62000,-0.53
815.94,69.73,73.39,-0.27,1.62000,-0.55
815.94,69.73,73.58,-1.04,1.62000,-0.45
815.94,100.87,72.35,0.38,1.71000,1.04
815.94,100.87,73.23,-1.38,1.71000,-1.49
815.94,100.87,77.43,1.51,1.53000,0.42
815.94,100.87,83.19,4.13,1.44000,1.24
-815.94,100.87,87.62,5.67,1.26000,1.44
815.94,100.87,86.19,1.31,1.08000,-0.53
815.94,100.87,88.16,-0.33,0.81000,-0.27
815.94,116.44,92.94,2.89,0.63000,0.38
815.94,116.44,95.53,4.30,0.36000,0.95
815.94,116.44,97.75,1.08,0.18000,-0.55
