CONTROLLER_FLAG,SL_PWM,U,SL_position,ARM_position,Sprung_acceleration_x
100,0.00,90.00,0.00,-0.00157,10.02
100,810.79,145.70,2.19,-0.00157,-0.04
100,810.79,145.70,9.45,-0.00157,0.08
100,810.79,145.70,20.14,-0.00157,-0.28
100,810.79,147.86,33.70,-0.00628,1.84
100,810.79,147.86,48.00,-0.01571,2.74
100,810.79,147.86,61.69,-0.02827,5.41
100,810.79,147.86,74.68,-0.04869,3.57
100,810.79,88.92,86.96,-0.07069,0.64
100,810.79,88.92,99.03,-0.09268,-1.28
100,810.79,88.92,111.27,-0.11153,-2.12
100,-810.79,88.92,120.79,-0.12723,-1.86
100,-810.79,59.46,119.84,-0.13666,-4.00
100,-810.79,59.46,111.85,-0.13195,-4.16
100,-810.79,59.46,99.45,-0.11467,-3.72
100,52.73,44.72,83.68,-0.09268,-5.19
100,810.79,44.72,71.84,-0.06126,-7.17
100,810.79,44.72,68.17,-0.04555,5.57
100,810.79,44.72,69.42,-0.04241,13.58
100,328.80,97.37,71.74,-0.04712,4.58
100,810.79,97.37,72.53,-0.05341,-0.58
100,810.79,97.37,76.51,-0.06126,-2.65
100,79.00,97.37,81.95,-0.06597,-1.13
100,-784.64,63.68,83.95,-0.07069,0.76
100,-295.74,63.68,79.44,-0.06912,-2.04
100,810.79,63.68,73.69,-0.06283,-0.82
100,768.47,63.68,73.16,-0.05969,0.01
100,-710.09,46.84,74.94,-0.05969,1.83
100,-806.25,46.84,71.18,-0.05812,-0.99
100,558.29,46.84,63.78,-0.05027,-0.99
100,810.79,46.84,60.12,-0.04398,-2.44
100,-117.08,38.41,61.38,-0.04084,-1.44
100,-810.79,38.41,60.42,-0.03927,3.59
100,-58.12,38.41,54.96,-0.03613,0.67
100,810.79,34.20,49.79,-0.03142,-1.19
100,308.95,34.20,49.99,-0.02827,-1.03
100,-493.23,34.20,50.46,-0.02827,1.29
100,-552.82,34.20,48.33,-0.02670,1.20
100,810.79,92.11,44.75,-0.02513,-0.31
100,810.79,92.11,44.88,-0.02356,-0.42
100,810.79,92.11,49.97,-0.02513,1.48
100,810.79,92.11,58.10,-0.02985,0.28
100,285.06,61.05,67.11,-0.03927,4.13
100,-810.79,61.05,71.49,-0.04869,2.92
100,-591.09,61.05,66.72,-0.05027,-4.16
100,810.79,61.05,59.94,-0.04712,-4.62
100,810.79,105.53,59.30,-0.04241,-0.83
100,810.79,105.53,63.58,-0.04241,5.09
100,810.79,105.53,70.57,-0.04712,2.24
100,810.79,105.53,78.45,-0.05655,2.24
100,810.79,127.77,86.69,-0.07226,3.17
100,343.73,127.77,95.48,-0.08796,0.98
100,-232.11,127.77,101.26,-0.10210,-1.49
100,-40.89,138.89,104.03,-0.10838,-3.26
100,810.79,138.89,104.97,-0.10996,-3.92
100,810.79,138.89,108.70,-0.11310,0.21
100,802.67,138.89,114.40,-0.11938,1.24
100,-610.70,84.44,119.92,-0.12881,1.99
100,-810.79,84.44,118.36,-0.13195,-0.00
100,-553.52,84.44,109.84,-0.12723,-3.79
100,810.79,84.44,100.62,-0.11153,-4.25
