SL_PWM,SL_position
Calculating offsets, do not move MPU6050
-815.94,-483.86
-815.94,-484.05
-815.94,-484.25
-815.94,-484.45
-815.94,-484.68
-815.94,-485.14
-815.94,-485.65
-815.94,-486.19
-815.94,-486.77
-815.94,-487.38
-815.94,-488.01
-815.94,-488.66
-815.94,-489.34
-815.94,-490.03
-815.94,-490.77
-815.94,-491.51
-815.94,-492.28
-815.94,-493.08
-815.94,-493.89
-815.94,-494.74
-815.94,-495.57
-815.94,-496.44
-815.94,-497.34
-815.94,-498.22
-815.94,-498.85
-815.94,-499.75
-815.94,-500.66
-815.94,-501.57
-815.94,-502.53
-815.94,-503.49
-815.94,-504.48
-815.94,-505.45
-815.94,-506.45
-815.94,-507.45
-815.94,-508.48
-815.94,-509.50
815.94,-510.45
815.94,-511.31
815.94,-511.88
815.94,-512.52
815.94,-513.09
815.94,-513.34
815.94,-513.57
815.94,-513.78
815.94,-513.95
815.94,-514.10
815.94,-514.22
815.94,-514.32
815.94,-514.40
815.94,-514.46
815.94,-514.50
815.94,-514.52
815.94,-514.52
815.94,-514.51
815.94,-514.48
815.94,-514.43
815.94,-514.37
815.94,-514.28
815.94,-514.18
815.94,-514.07
815.94,-513.94
815.94,-513.79
815.94,-513.64
815.94,-513.46
815.94,-513.25
815.94,-512.84
815.94,-512.59
815.94,-512.08
815.94,-511.52
815.94,-510.93
815.94,-510.25
815.94,-509.54
815.94,-508.78
815.94,-507.99
815.94,-507.13
815.94,-506.24
815.94,-505.32
815.94,-504.35
815.94,-503.35
815.94,-502.27
815.94,-501.22
815.94,-500.12
815.94,-499.03
815.94,-498.03
815.94,-496.84
815.94,-495.65
815.94,-494.41
815.94,-493.13
815.94,-491.83
815.94,-490.48
815.94,-489.11
815.94,-487.78
815.94,-486.35
815.94,-484.91
815.94,-483.51
815.94,-482.07
815.94,-480.56
815.94,-479.13
-815.94,-477.57
-815.94,-476.18
-815.94,-474.86
-815.94,-473.66
-815.94,-472.49
-815.94,-471.47
-815.94,-470.51
-815.94,-469.60
-815.94,-468.81
-815.94,-468.10
-815.94,-467.44
-815.94,-466.89
-815.94,-466.39
-815.94,-465.97
-815.94,-465.63
-815.94,-465.37
-815.94,-465.27
-815.94,-465.18
-815.94,-465.11
-815.94,-465.05
-815.94,-465.00
-815.94,-464.97
-815.94,-464.96
-815.94,-464.96
-815.94,-464.98
-815.94,-465.00
-815.94,-465.04
-815.94,-465.09
-815.94,-465.14
-815.94,-465.21
-815.94,-465.28
-815.94,-465.37
-815.94,-465.45
-815.94,-465.55
-815.94,-465.66
-815.94,-465.78
-815.94,-465.90
-815.94,-466.03
-815.94,-466.17
-815.94,-466.32
-815.94,-466.63
-815.94,-466.81
-815.94,-467.15
-815.94,-467.34
-815.94,-467.53
-815.94,-467.94
-815.94,-468.35
-815.94,-468.58
-815.94,-468.81
-815.94,-469.29
-815.94,-469.77
-815.94,-470.29
-815.94,-470.82
-815.94,-471.39
-815.94,-471.97
-815.94,-472.56
-815.94,-473.18
-815.94,-473.81
-815.94,-474.45
-815.94,-475.10
-815.94,-475.79
-815.94,-476.50
-815.94,-477.20
-815.94,-477.95
-815.94,-478.69
815.94,-479.39
815.94,-480.00
815.94,-480.09
815.94,-480.53
815.94,-480.93
815.94,-481.10
815.94,-481.25
815.94,-481.36
815.94,-481.46
815.94,-481.53
815.94,-481.59
815.94,-481.62
815.94,-481.63
815.94,-481.62
815.94,-481.59
815.94,-481.55
815.94,-481.48
815.94,-481.40
815.94,-481.31
815.94,-481.20
815.94,-481.07
815.94,-480.92
815.94,-480.76
815.94,-480.58
815.94,-480.38
815.94,-479.94
815.94,-479.45
815.94,-479.18
815.94,-479.09
815.94,-478.59
815.94,-477.97
815.94,-477.27
815.94,-476.54
815.94,-475.79
815.94,-474.94
815.94,-474.08
815.94,-473.19
-815.94,-472.27
-815.94,-471.42
-815.94,-470.66
-815.94,-469.98
-815.94,-469.37
-815.94,-468.82
-815.94,-468.37
-815.94,-468.00
-815.94,-467.71
-815.94,-467.67
-815.94,-467.48
-815.94,-467.40
-815.94,-467.34
-815.94,-467.30
-815.94,-467.28
-815.94,-467.27
-815.94,-467.29
-815.94,-467.32
-815.94,-467.37
-815.94,-467.44
-815.94,-467.51
-815.94,-467.61
-815.94,-467.70
-815.94,-467.82
-815.94,-467.94
-815.94,-468.08
-815.94,-468.23
-815.94,-468.55
-815.94,-468.73
-815.94,-469.11
-815.94,-469.32
-815.94,-469.55
-815.94,-470.01
-815.94,-470.51
-815.94,-471.02
-815.94,-471.58
815.94,-472.10
815.94,-472.34
815.94,-472.73
815.94,-472.88
815.94,-473.03
815.94,-473.14
815.94,-473.23
815.94,-473.30
815.94,-473.35
815.94,-473.38
815.94,-473.39
815.94,-473.38
815.94,-473.35
815.94,-473.31
815.94,-473.25
815.94,-473.17
815.94,-473.08
815.94,-472.97
815.94,-472.85
815.94,-472.70
815.94,-472.55
815.94,-472.37
815.94,-472.17
815.94,-472.11
815.94,-471.73
815.94,-471.26
815.94,-470.99
815.94,-470.90
815.94,-470.42
815.94,-469.77
815.94,-469.09
815.94,-468.37
815.94,-467.57
815.94,-466.74
815.94,-465.88
815.94,-464.98
815.94,-464.02
815.94,-463.04
815.94,-462.00
815.94,-460.96
815.94,-459.86
815.94,-458.73
815.94,-457.78
815.94,-456.58
815.94,-455.39
815.94,-454.16
815.94,-452.89
815.94,-451.60
815.94,-450.29
815.94,-448.96
815.94,-447.58
815.94,-446.20
815.94,-444.83
815.94,-443.43
815.94,-441.96
815.94,-440.46
815.94,-439.00
815.94,-437.50
815.94,-436.00
815.94,-434.48
815.94,-432.96
815.94,-431.52
815.94,-429.95
815.94,-428.54
815.94,-427.07
815.94,-425.72
815.94,-424.29
815.94,-422.91
815.94,-421.43
815.94,-420.12
815.94,-418.61
815.94,-417.29
815.94,-415.76
815.94,-413.64
815.94,-411.44
815.94,-409.25
815.94,-406.99
815.94,-404.63
815.94,-402.37
815.94,-399.95
815.94,-397.63
815.94,-395.05
815.94,-392.53
815.94,-389.37
815.94,-386.91
815.94,-383.48
815.94,-380.18
815.94,-377.02
815.94,-374.56
815.94,-372.16
815.94,-369.75
815.94,-367.48
815.94,-365.27
815.94,-362.99
815.94,-360.77
815.94,-358.68
815.94,-356.50
815.94,-354.43
-815.94,-352.31
-815.94,-350.87
-815.94,-349.45
-815.94,-348.18
-815.94,-346.95
-815.94,-345.88
-815.94,-344.85
-815.94,-343.96
-815.94,-343.19
-815.94,-342.53
-815.94,-341.95
-815.94,-341.51
-815.94,-341.31
-815.94,-341.03
-815.94,-340.92
-815.94,-340.84
-815.94,-340.79
-815.94,-340.76
-815.94,-340.76
-815.94,-340.78
-815.94,-340.83
-815.94,-340.90
-815.94,-340.98
-815.94,-341.09
-815.94,-341.21
-815.94,-341.25
-815.94,-341.51
-815.94,-341.69
-815.94,-342.09
-815.94,-342.16
-815.94,-342.57
-815.94,-343.11
-815.94,-343.71
815.94,-344.34
815.94,-344.96
815.94,-345.51
815.94,-345.98
815.94,-346.21
815.94,-346.59
815.94,-346.75
815.94,-346.91
815.94,-347.07
815.94,-347.19
815.94,-347.30
815.94,-347.40
815.94,-347.48
815.94,-347.55
815.94,-347.60
815.94,-347.63
815.94,-347.65
815.94,-347.66
815.94,-347.66
815.94,-347.64
815.94,-347.61
815.94,-347.57
815.94,-347.52
815.94,-347.45
815.94,-347.38
815.94,-347.29
815.94,-347.19
815.94,-347.08
815.94,-346.96
815.94,-346.83
815.94,-346.70
815.94,-346.56
815.94,-346.41
815.94,-346.25
815.94,-346.09
815.94,-345.92
815.94,-345.73
815.94,-345.67
815.94,-345.34
815.94,-344.93
815.94,-344.50
815.94,-344.03
-815.94,-343.57
-815.94,-343.35
-815.94,-343.02
-815.94,-342.98
-815.94,-342.79
-815.94,-342.71
-815.94,-342.66
-815.94,-342.63
-815.94,-342.63
-815.94,-342.64
-815.94,-342.68
-815.94,-342.74
-815.94,-342.82
-815.94,-342.91
-815.94,-343.02
-815.94,-343.15
-815.94,-343.47
-815.94,-343.86
-815.94,-344.31
-815.94,-344.81
-815.94,-345.40
-815.94,-346.04
-815.94,-346.74
-815.94,-347.49
-815.94,-348.29
-815.94,-349.14
-815.94,-350.03
-815.94,-350.97
-815.94,-351.98
-815.94,-353.01
-815.94,-354.09
-815.94,-354.94
815.94,-356.02
815.94,-357.07
815.94,-358.05
815.94,-358.96
815.94,-359.78
815.94,-360.57
815.94,-361.26
815.94,-361.90
815.94,-362.44
815.94,-362.70
815.94,-363.16
815.94,-363.53
815.94,-363.69
815.94,-363.83
815.94,-363.96
815.94,-364.09
815.94,-364.18
815.94,-364.27
815.94,-364.34
815.94,-364.40
815.94,-364.44
815.94,-364.46
815.94,-364.46
815.94,-364.45
815.94,-364.42
815.94,-364.38
815.94,-364.32
815.94,-364.26
815.94,-364.18
815.94,-364.09
815.94,-363.98
815.94,-363.87
815.94,-363.75
815.94,-363.62
815.94,-363.47
815.94,-363.33
815.94,-363.15
815.94,-362.98
815.94,-362.79
815.94,-362.59
815.94,-362.38
815.94,-361.95
815.94,-361.70
815.94,-361.21
815.94,-360.69
815.94,-360.41
815.94,-359.84
815.94,-359.23
815.94,-358.61
815.94,-357.94
815.94,-357.27
815.94,-356.57
815.94,-355.84
815.94,-355.11
815.94,-354.32
815.94,-353.56
815.94,-352.76
815.94,-351.94
815.94,-351.09
815.94,-350.27
815.94,-349.40
815.94,-348.51
815.94,-347.65
815.94,-346.74
815.94,-345.85
815.94,-344.91
815.94,-343.98
815.94,-343.04
815.94,-342.09
815.94,-341.15
815.94,-340.37
815.94,-339.42
815.94,-338.43
815.94,-337.44
815.94,-336.42
815.94,-335.44
815.94,-334.41
815.94,-333.42
815.94,-332.40
815.94,-331.38
815.94,-330.33
815.94,-329.33
815.94,-328.32
815.94,-327.28
815.94,-326.47
815.94,-325.45
815.94,-324.42
815.94,-323.40
815.94,-322.38
815.94,-321.34
815.94,-320.31
-815.94,-319.24
-815.94,-318.35
-815.94,-317.55
-815.94,-316.89
-815.94,-316.32
-815.94,-315.88
-815.94,-315.55
-815.94,-315.42
-815.94,-315.32
-815.94,-315.25
-815.94,-315.20
-815.94,-315.18
-815.94,-315.19
-815.94,-315.22
-815.94,-315.27
-815.94,-315.34
-815.94,-315.43
-815.94,-315.54
-815.94,-315.67
-815.94,-315.82
-815.94,-316.15
-815.94,-316.36
-815.94,-316.81
-815.94,-317.32
-815.94,-317.92
-815.94,-318.56
-815.94,-319.25
-815.94,-320.04
-815.94,-320.84
-815.94,-321.73
-815.94,-322.64
-815.94,-323.63
-815.94,-324.67
-815.94,-325.73
-815.94,-326.82
-815.94,-327.94
-815.94,-329.12
-815.94,-330.33
-815.94,-331.60
-815.94,-332.91
-815.94,-334.23
-815.94,-335.64
-815.94,-337.00
-815.94,-338.41
-815.94,-339.81
-815.94,-341.29
-815.94,-342.77
-815.94,-344.27
-815.94,-345.74
-815.94,-347.19
-815.94,-348.67
-815.94,-350.07
-815.94,-351.55
-815.94,-353.03
-815.94,-354.46
-815.94,-355.88
-815.94,-357.26
815.94,-358.13
815.94,-360.03
815.94,-361.57
815.94,-362.99
815.94,-364.38
815.94,-365.60
815.94,-366.81
815.94,-367.91
815.94,-368.94
815.94,-369.94
815.94,-370.82
815.94,-371.62
815.94,-372.37
815.94,-373.07
815.94,-373.66
815.94,-374.20
815.94,-374.65
815.94,-375.03
815.94,-375.21
815.94,-375.36
815.94,-375.49
815.94,-375.61
815.94,-375.71
815.94,-375.80
815.94,-375.86
815.94,-375.91
815.94,-375.94
815.94,-375.95
815.94,-375.95
815.94,-375.93
815.94,-375.90
815.94,-375.85
815.94,-375.79
815.94,-375.71
815.94,-375.62
815.94,-375.52
815.94,-375.40
815.94,-375.28
815.94,-375.14
815.94,-375.00
815.94,-374.85
815.94,-374.68
815.94,-374.50
815.94,-374.45
815.94,-374.12
815.94,-373.71
815.94,-373.48
815.94,-373.01
815.94,-372.52
815.94,-372.25
815.94,-371.97
815.94,-371.41
815.94,-370.80
815.94,-370.18
815.94,-369.53
815.94,-368.84
815.94,-368.13
815.94,-367.38
815.94,-366.64
815.94,-365.84
815.94,-365.05
815.94,-364.23
815.94,-363.39
815.94,-362.49
815.94,-361.60
815.94,-360.70
815.94,-359.75
815.94,-358.80
815.94,-357.85
815.94,-356.86
815.94,-355.87
815.94,-354.88
815.94,-353.86
815.94,-352.82
815.94,-351.75
815.94,-350.94
815.94,-349.89
815.94,-348.83
815.94,-347.77
815.94,-346.65
815.94,-345.56
815.94,-344.47
815.94,-343.36
815.94,-342.28
815.94,-341.18
815.94,-340.05
815.94,-338.95
815.94,-337.90
815.94,-336.81
815.94,-335.67
815.94,-334.52
815.94,-333.41
815.94,-332.25
815.94,-331.12
815.94,-329.98
815.94,-328.81
815.94,-327.70
815.94,-326.58
815.94,-325.47
815.94,-324.43
815.94,-323.34
815.94,-322.22
815.94,-321.09
815.94,-319.97
815.94,-318.84
815.94,-317.73
815.94,-316.61
815.94,-315.52
815.94,-314.44
815.94,-313.32
815.94,-312.25
815.94,-311.26
815.94,-310.16
815.94,-309.07
815.94,-307.96
815.94,-306.90
815.94,-305.80
815.94,-304.73
815.94,-303.67
815.94,-302.59
815.94,-301.49
815.94,-300.43
815.94,-299.37
815.94,-298.32
815.94,-297.47
815.94,-296.39
815.94,-295.35
815.94,-294.28
815.94,-293.21
815.94,-292.17
815.94,-291.12
815.94,-290.07
815.94,-288.99
815.94,-287.96
815.94,-286.94
815.94,-285.87
815.94,-284.83
815.94,-283.91
815.94,-282.88
815.94,-281.80
815.94,-280.70
815.94,-279.65
815.94,-278.55
815.94,-277.48
815.94,-276.41
815.94,-275.34
815.94,-274.23
815.94,-273.16
815.94,-272.08
815.94,-271.17
815.94,-270.07
815.94,-268.95
815.94,-267.84
815.94,-266.74
815.94,-265.67
815.94,-264.52
815.94,-263.42
815.94,-262.27
815.94,-261.10
815.94,-259.96
815.94,-258.80
815.94,-257.64
815.94,-256.51
815.94,-255.31
815.94,-254.09
-815.94,-252.86
-815.94,-251.78
-815.94,-250.79
-815.94,-249.91
-815.94,-249.10
-815.94,-248.39
-815.94,-247.80
-815.94,-247.30
-815.94,-246.90
-815.94,-246.60
-815.94,-246.56
-815.94,-246.39
-815.94,-246.31
-815.94,-246.26
-815.94,-246.23
-815.94,-246.22
-815.94,-246.23
-815.94,-246.26
-815.94,-246.31
-815.94,-246.37
-815.94,-246.45
-815.94,-246.54
-815.94,-246.66
-815.94,-246.78
-815.94,-246.93
-815.94,-246.98
-815.94,-247.28
-815.94,-247.68
-815.94,-248.13
-815.94,-248.64
-815.94,-249.23
-815.94,-249.86
-815.94,-250.53
-815.94,-251.26
-815.94,-252.03
-815.94,-252.84
-815.94,-253.72
-815.94,-254.65
-815.94,-255.59
-815.94,-256.61
-815.94,-257.63
-815.94,-258.73
-815.94,-259.83
-815.94,-260.99
-815.94,-262.18
-815.94,-263.42
-815.94,-264.65
-815.94,-265.90
-815.94,-267.21
-815.94,-268.58
-815.94,-269.94
-815.94,-271.33
-815.94,-272.74
-815.94,-274.24
-815.94,-275.70
-815.94,-277.20
-815.94,-278.68
-815.94,-280.18
-815.94,-281.73
815.94,-283.12
815.94,-284.59
815.94,-285.91
815.94,-287.15
815.94,-288.39
815.94,-289.49
815.94,-290.55
815.94,-291.52
815.94,-292.40
815.94,-293.25
815.94,-294.00
815.94,-294.67
815.94,-295.26
815.94,-295.81
815.94,-296.26
815.94,-296.47
815.94,-296.66
815.94,-296.83
815.94,-296.98
815.94,-297.13
815.94,-297.25
815.94,-297.37
815.94,-297.48
815.94,-297.56
815.94,-297.63
815.94,-297.68
815.94,-297.72
815.94,-297.74
815.94,-297.74
815.94,-297.74
815.94,-297.71
815.94,-297.68
815.94,-297.64
815.94,-297.59
815.94,-297.52
-815.94,-297.45
-815.94,-297.41
-815.94,-297.38
-815.94,-297.38
-815.94,-297.40
-815.94,-297.44
-815.94,-297.51
-815.94,-297.59
-815.94,-297.68
-815.94,-297.79
-815.94,-297.93
-815.94,-298.08
-815.94,-298.11
-815.94,-298.31
-815.94,-298.74
-815.94,-299.24
-815.94,-299.81
-815.94,-300.44
-815.94,-301.11
-815.94,-301.86
-815.94,-302.69
-815.94,-303.54
-815.94,-304.43
-815.94,-305.39
-815.94,-306.41
-815.94,-307.45
-815.94,-308.54
-815.94,-309.65
-815.94,-310.83
-815.94,-311.84
-815.94,-313.06
-815.94,-314.34
815.94,-315.52
815.94,-316.69
815.94,-317.80
815.94,-318.80
815.94,-319.73
815.94,-320.60
815.94,-321.37
815.94,-322.10
815.94,-322.73
815.94,-323.28
815.94,-323.54
815.94,-323.99
815.94,-324.37
815.94,-324.54
815.94,-324.69
815.94,-324.81
815.94,-324.80
815.94,-324.89
815.94,-324.96
815.94,-325.02
815.94,-325.07
815.94,-325.11
815.94,-325.13
815.94,-325.15
815.94,-325.15
815.94,-325.14
815.94,-325.12
815.94,-325.09
815.94,-325.06
815.94,-325.01
815.94,-324.95
815.94,-324.88
815.94,-324.80
815.94,-324.71
815.94,-324.61
815.94,-324.49
815.94,-324.37
815.94,-324.24
-815.94,-324.10
-815.94,-323.99
-815.94,-323.89
-815.94,-323.83
-815.94,-323.79
-815.94,-323.77
-815.94,-323.77
-815.94,-323.80
-815.94,-323.84
-815.94,-323.90
-815.94,-323.99
-815.94,-324.09
-815.94,-324.21
-815.94,-324.35
-815.94,-324.67
-815.94,-324.87
-815.94,-325.31
-815.94,-325.80
-815.94,-326.37
-815.94,-326.97
-815.94,-327.65
-815.94,-328.38
-815.94,-329.17
-815.94,-329.99
-815.94,-330.89
-815.94,-331.80
-815.94,-332.81
-815.94,-333.83
-815.94,-334.87
-815.94,-335.98
-815.94,-337.13
-815.94,-338.26
815.94,-339.25
815.94,-340.35
815.94,-341.41
815.94,-342.35
815.94,-343.25
815.94,-344.07
815.94,-344.82
815.94,-345.51
815.94,-346.10
815.94,-346.19
815.94,-346.64
815.94,-347.10
815.94,-347.48
815.94,-347.65
815.94,-347.79
815.94,-347.93
815.94,-348.04
815.94,-348.15
815.94,-348.24
815.94,-348.32
815.94,-348.37
815.94,-348.42
815.94,-348.44
815.94,-348.45
815.94,-348.44
815.94,-348.42
815.94,-348.38
815.94,-348.33
815.94,-348.27
815.94,-348.20
815.94,-348.11
815.94,-348.02
815.94,-347.92
815.94,-347.81
815.94,-347.69
815.94,-347.56
815.94,-347.42
815.94,-347.27
815.94,-347.10
815.94,-346.93
-815.94,-346.75
-815.94,-346.60
-815.94,-346.47
-815.94,-346.36
-815.94,-346.29
-815.94,-346.24
-815.94,-346.21
-815.94,-346.21
-815.94,-346.23
-815.94,-346.27
-815.94,-346.34
-815.94,-346.42
-815.94,-346.52
-815.94,-346.64
-815.94,-346.78
-815.94,-346.82
-815.94,-347.10
-815.94,-347.49
-815.94,-347.94
-815.94,-348.44
-815.94,-349.02
-815.94,-349.65
-815.94,-350.30
-815.94,-351.05
-815.94,-351.59
-815.94,-352.41
-815.94,-353.30
-815.94,-354.23
-815.94,-355.18
-815.94,-356.20
-815.94,-357.29
-815.94,-358.35
-815.94,-359.50
-815.94,-360.67
-815.94,-361.90
-815.94,-363.12
-815.94,-364.40
-815.94,-365.57
-815.94,-366.89
-815.94,-368.21
-815.94,-369.61
-815.94,-371.05
-815.94,-372.51
-815.94,-373.97
-815.94,-375.41
-815.94,-376.92
-815.94,-378.35
-815.94,-379.91
-815.94,-381.38
-815.94,-382.92
-815.94,-384.44
-815.94,-385.88
-815.94,-387.31
-815.94,-388.77
-815.94,-390.22
-815.94,-391.66
-815.94,-393.11
-815.94,-394.62
-815.94,-396.78
-815.94,-398.96
-815.94,-401.12
-815.94,-403.32
-815.94,-405.51
-815.94,-407.75
-815.94,-410.09
-815.94,-412.20
-815.94,-414.44
-815.94,-416.77
-815.94,-419.08
-815.94,-421.19
-815.94,-423.44
-815.94,-425.52
-815.94,-427.69
-815.94,-429.87
-815.94,-432.03
815.94,-433.87
815.94,-435.33
815.94,-436.76
815.94,-438.06
815.94,-439.28
815.94,-440.41
815.94,-441.44
815.94,-442.38
815.94,-443.22
815.94,-443.96
815.94,-444.62
815.94,-445.16
815.94,-445.59
815.94,-445.78
815.94,-445.95
815.94,-446.09
815.94,-446.21
815.94,-446.30
815.94,-446.37
815.94,-446.41
815.94,-446.43
815.94,-446.43
815.94,-446.41
815.94,-446.36
815.94,-446.30
815.94,-446.22
815.94,-446.12
815.94,-446.00
815.94,-445.86
815.94,-445.71
815.94,-445.53
815.94,-445.48
815.94,-445.15
815.94,-444.70
-815.94,-444.19
-815.94,-443.73
-815.94,-443.35
-815.94,-443.04
-815.94,-442.80
-815.94,-442.70
-815.94,-442.62
-815.94,-442.56
-815.94,-442.52
-815.94,-442.49
-815.94,-442.49
-815.94,-442.50
-815.94,-442.52
-815.94,-442.56
-815.94,-442.61
-815.94,-442.68
-815.94,-442.75
-815.94,-442.84
-815.94,-442.94
-815.94,-443.05
-815.94,-443.17
-815.94,-443.31
-815.94,-443.46
-815.94,-443.50
-815.94,-443.77
-815.94,-443.96
-815.94,-444.35
-815.94,-444.78
-815.94,-445.24
-815.94,-445.75
-815.94,-446.27
-815.94,-446.84
-815.94,-447.46
-815.94,-448.07
-815.94,-448.73
-815.94,-449.42
-815.94,-450.11
-815.94,-450.85
-815.94,-451.60
-815.94,-452.38
-815.94,-453.18
-815.94,-454.00
-815.94,-454.83
-815.94,-455.67
-815.94,-456.52
-815.94,-457.41
-815.94,-458.29
-815.94,-459.17
-815.94,-460.09
-815.94,-460.73
-815.94,-461.68
-815.94,-462.65
-815.94,-463.60
-815.94,-464.57
-815.94,-465.55
-815.94,-466.51
-815.94,-467.52
-815.94,-468.53
-815.94,-469.58
-815.94,-470.58
-815.94,-471.61
-815.94,-472.65
-815.94,-473.50
-815.94,-474.56
-815.94,-475.60
-815.94,-476.70
-815.94,-477.76
-815.94,-478.81
-815.94,-479.87
-815.94,-480.98
-815.94,-482.05
-815.94,-483.15
-815.94,-484.29
-815.94,-485.37
-815.94,-486.48
-815.94,-487.49
-815.94,-488.61
-815.94,-489.73
-815.94,-490.84
-815.94,-491.97
-815.94,-493.12
-815.94,-494.21
-815.94,-495.38
-815.94,-496.52
-815.94,-497.63
-815.94,-498.80
-815.94,-499.97
-815.94,-501.05
-815.94,-502.22
-815.94,-503.35
-815.94,-504.50
-815.94,-505.66
-815.94,-506.85
-815.94,-508.01
-815.94,-509.18
-815.94,-510.39
-815.94,-511.62
-815.94,-512.80
-815.94,-514.02
-815.94,-515.21
-815.94,-516.43
-815.94,-517.68
-815.94,-518.92
-815.94,-520.17
-815.94,-521.44
-815.94,-522.71
-815.94,-523.97
-815.94,-525.31
-815.94,-526.63
-815.94,-527.91
-815.94,-529.22
-815.94,-530.54
-815.94,-531.88
-815.94,-533.22
-815.94,-534.62
-815.94,-535.98
-815.94,-537.41
-815.94,-538.80
-815.94,-540.16
-815.94,-541.63
-815.94,-543.04
-815.94,-544.46
-815.94,-545.90
-815.94,-547.42
-815.94,-548.88
-815.94,-550.38
-815.94,-551.82
-815.94,-553.36
-815.94,-554.83
-815.94,-556.36
-815.94,-557.77
-815.94,-559.31
-815.94,-560.84
-815.94,-562.26
-815.94,-563.80
-815.94,-565.22
-815.94,-566.56
-815.94,-568.09
-815.94,-569.56
-815.94,-571.00
-815.94,-571.90
-815.94,-573.84
-815.94,-575.94
-815.94,-578.03
-815.94,-580.31
-815.94,-582.74
-815.94,-585.01
-815.94,-587.27
-815.94,-589.81
-815.94,-593.22
-815.94,-596.96
-815.94,-601.52
815.94,-605.60
815.94,-608.14
815.94,-609.01
815.94,-610.92
815.94,-612.44
815.94,-613.88
815.94,-615.22
815.94,-616.53
815.94,-617.72
815.94,-618.87
815.94,-619.92
815.94,-620.91
815.94,-621.84
815.94,-622.68
815.94,-623.48
815.94,-624.15
815.94,-624.79
815.94,-625.32
815.94,-625.58
815.94,-626.02
815.94,-626.22
815.94,-626.28
815.94,-626.56
815.94,-626.71
815.94,-626.83
815.94,-626.95
815.94,-627.05
815.94,-627.15
815.94,-627.22
815.94,-627.29
815.94,-627.34
815.94,-627.37
815.94,-627.39
815.94,-627.40
815.94,-627.39
815.94,-627.37
815.94,-627.34
815.94,-627.29
815.94,-627.24
815.94,-627.17
815.94,-627.11
815.94,-627.03
815.94,-626.95
815.94,-626.86
815.94,-626.76
815.94,-626.65
815.94,-626.54
815.94,-626.42
815.94,-626.29
815.94,-626.15
815.94,-626.02
815.94,-625.86
815.94,-625.71
815.94,-625.55
815.94,-625.38
815.94,-625.22
815.94,-625.04
815.94,-624.86
815.94,-624.80
815.94,-624.48
815.94,-624.07
815.94,-623.67
815.94,-623.45
815.94,-622.99
815.94,-622.54
815.94,-622.28
815.94,-621.79
815.94,-621.26
815.94,-620.74
815.94,-620.65
815.94,-620.19
815.94,-620.09
815.94,-619.61
-815.94,-619.06
-815.94,-618.62
-815.94,-618.30
-815.94,-618.26
-815.94,-618.09
-815.94,-618.03
-815.94,-617.99
-815.94,-617.98
-815.94,-617.99
-815.94,-618.02
-815.94,-618.08
-815.94,-618.16
-815.94,-618.26
-815.94,-618.38
-815.94,-618.42
-815.94,-618.69
-815.94,-619.05
-815.94,-619.27
-815.94,-619.50
-815.94,-620.02
-815.94,-620.59
-815.94,-621.23
-815.94,-621.92
-815.94,-622.66
-815.94,-623.48
-815.94,-624.29
-815.94,-625.19
-815.94,-626.16
-815.94,-627.13
-815.94,-628.20
-815.94,-629.27
-815.94,-630.35
815.94,-631.51
815.94,-632.58
815.94,-633.56
815.94,-634.49
815.94,-635.35
815.94,-636.14
815.94,-636.84
815.94,-637.29
815.94,-637.85
815.94,-638.11
815.94,-638.36
815.94,-638.77
815.94,-638.95
815.94,-639.12
815.94,-639.27
815.94,-639.41
815.94,-639.53
815.94,-639.63
815.94,-639.71
815.94,-639.78
815.94,-639.83
815.94,-639.86
815.94,-639.88
815.94,-639.88
815.94,-639.87
815.94,-639.85
815.94,-639.81
815.94,-639.76
815.94,-639.69
815.94,-639.61
815.94,-639.53
815.94,-639.43
815.94,-639.31
815.94,-639.19
815.94,-639.06
815.94,-638.92
815.94,-638.77
815.94,-638.61
815.94,-638.44
815.94,-638.27
815.94,-638.22
-815.94,-637.91
-815.94,-637.61
-815.94,-637.50
-815.94,-637.42
-815.94,-637.36
-815.94,-637.33
-815.94,-637.32
-815.94,-637.34
-815.94,-637.38
-815.94,-637.44
-815.94,-637.52
-815.94,-637.62
-815.94,-637.74
-815.94,-637.78
-815.94,-638.03
-815.94,-638.20
-815.94,-638.59
-815.94,-638.82
-815.94,-639.30
-815.94,-639.85
-815.94,-640.48
-815.94,-641.15
-815.94,-641.89
-815.94,-642.65
-815.94,-643.50
-815.94,-644.39
-815.94,-645.29
-815.94,-646.28
-815.94,-647.28
-815.94,-648.36
-815.94,-649.43
-815.94,-650.58
-815.94,-651.50
-815.94,-652.72
-815.94,-653.97
-815.94,-655.21
-815.94,-656.48
-815.94,-657.82
-815.94,-659.18
-815.94,-660.59
-815.94,-662.02
-815.94,-663.50
-815.94,-664.95
-815.94,-666.41
-815.94,-667.88
-815.94,-669.36
-815.94,-670.83
-815.94,-672.28
-815.94,-673.74
-815.94,-675.19
-815.94,-676.66
-815.94,-678.08
-815.94,-679.58
-815.94,-681.07
-815.94,-682.43
-815.94,-683.88
-815.94,-685.37
-815.94,-687.51
-815.94,-689.59
-815.94,-691.82
-815.94,-694.08
-815.94,-696.46
-815.94,-698.78
-815.94,-701.34
-815.94,-704.76
-815.94,-708.52
-815.94,-712.92
-815.94,-720.46
-815.94,-731.14
-815.94,-743.11
-815.94,-750.28
-815.94,-755.72
-815.94,-759.53
-815.94,-762.63
-815.94,-765.96
