SL_PWM,SL_position
Calculating offsets, do not move MPU6050
815.94,-377.09
815.94,-377.12
815.94,-377.15
815.94,-377.15
815.94,-377.14
815.94,-377.12
815.94,-377.07
815.94,-377.02
815.94,-376.94
815.94,-376.85
815.94,-376.75
-815.94,-376.63
-815.94,-376.53
-815.94,-376.45
-815.94,-376.39
-815.94,-376.34
-815.94,-376.31
-815.94,-376.30
-815.94,-376.31
-815.94,-376.33
-815.94,-376.37
-815.94,-376.42
-815.94,-376.49
-815.94,-376.57
-815.94,-376.67
-815.94,-376.78
-815.94,-376.92
-815.94,-376.96
-815.94,-377.21
-815.94,-377.39
-815.94,-377.58
-815.94,-377.78
-815.94,-377.99
-815.94,-378.21
-815.94,-378.29
-815.94,-378.72
-815.94,-379.26
-815.94,-379.85
-815.94,-380.49
-815.94,-381.19
-815.94,-381.91
-815.94,-382.67
-815.94,-383.51
-815.94,-384.36
-815.94,-385.26
-815.94,-386.17
-815.94,-387.14
-815.94,-387.88
815.94,-388.89
815.94,-389.83
815.94,-390.68
815.94,-391.47
815.94,-392.16
815.94,-392.77
815.94,-393.29
815.94,-393.71
815.94,-393.92
815.94,-393.97
815.94,-394.24
815.94,-394.37
815.94,-394.48
815.94,-394.56
815.94,-394.64
815.94,-394.69
815.94,-394.72
815.94,-394.74
815.94,-394.74
815.94,-394.72
815.94,-394.69
815.94,-394.63
815.94,-394.57
815.94,-394.48
815.94,-394.37
815.94,-394.26
815.94,-394.12
815.94,-393.97
815.94,-393.81
815.94,-393.62
815.94,-393.57
815.94,-393.23
815.94,-392.79
815.94,-392.29
815.94,-391.76
815.94,-391.66
815.94,-391.17
815.94,-390.52
815.94,-389.85
815.94,-389.13
815.94,-388.37
815.94,-387.60
815.94,-386.77
815.94,-385.90
815.94,-384.96
815.94,-384.01
815.94,-383.03
815.94,-382.02
815.94,-380.97
815.94,-379.88
815.94,-378.77
815.94,-377.60
815.94,-376.45
815.94,-375.30
815.94,-374.20
815.94,-372.98
815.94,-371.74
815.94,-370.48
815.94,-369.21
815.94,-367.90
815.94,-366.60
815.94,-365.27
815.94,-363.93
815.94,-362.55
815.94,-361.16
815.94,-359.78
815.94,-358.37
815.94,-356.96
815.94,-355.52
815.94,-354.10
815.94,-352.69
815.94,-351.23
815.94,-349.81
815.94,-348.42
815.94,-346.99
815.94,-345.53
815.94,-344.06
815.94,-342.63
815.94,-341.16
815.94,-339.77
815.94,-338.31
815.94,-336.90
815.94,-335.46
815.94,-334.05
815.94,-332.63
815.94,-331.22
815.94,-329.81
815.94,-328.41
-815.94,-326.98
-815.94,-325.73
-815.94,-324.58
-815.94,-323.54
-815.94,-322.58
-815.94,-321.73
-815.94,-321.04
-815.94,-320.42
-815.94,-319.94
-815.94,-319.73
-815.94,-319.55
-815.94,-319.29
-815.94,-319.18
-815.94,-319.11
-815.94,-319.06
-815.94,-319.03
-815.94,-319.03
-815.94,-319.06
-815.94,-319.10
-815.94,-319.16
-815.94,-319.25
-815.94,-319.35
-815.94,-319.47
-815.94,-319.61
-815.94,-319.65
-815.94,-319.93
-815.94,-320.13
-815.94,-320.35
-815.94,-320.82
-815.94,-321.37
-815.94,-321.98
-815.94,-322.65
-815.94,-323.37
-815.94,-324.14
815.94,-324.96
815.94,-325.75
815.94,-326.46
815.94,-327.09
815.94,-327.69
815.94,-328.21
815.94,-328.64
815.94,-328.84
815.94,-329.03
815.94,-329.21
815.94,-329.36
815.94,-329.49
815.94,-329.61
815.94,-329.71
815.94,-329.80
815.94,-329.88
815.94,-329.94
815.94,-329.99
815.94,-330.03
815.94,-330.06
815.94,-330.07
815.94,-330.07
815.94,-330.06
815.94,-330.04
815.94,-330.01
815.94,-329.97
815.94,-329.92
815.94,-329.86
815.94,-329.79
815.94,-329.71
815.94,-329.62
815.94,-329.52
815.94,-329.41
815.94,-329.28
815.94,-329.15
815.94,-329.01
815.94,-328.85
815.94,-328.69
815.94,-328.51
815.94,-328.34
815.94,-328.28
815.94,-327.96
815.94,-327.55
815.94,-327.34
815.94,-327.11
815.94,-326.87
815.94,-326.40
815.94,-325.90
815.94,-325.64
815.94,-325.37
815.94,-325.28
815.94,-324.81
815.94,-324.25
815.94,-323.66
815.94,-323.04
815.94,-322.41
815.94,-321.76
815.94,-321.12
815.94,-320.44
815.94,-319.73
815.94,-319.03
815.94,-318.31
815.94,-317.57
815.94,-316.82
815.94,-316.05
815.94,-315.29
815.94,-314.50
815.94,-313.69
815.94,-312.87
815.94,-312.03
815.94,-311.21
-815.94,-310.37
-815.94,-309.66
-815.94,-309.06
-815.94,-308.56
-815.94,-308.18
-815.94,-307.91
-815.94,-307.82
-815.94,-307.75
-815.94,-307.71
-815.94,-307.70
-815.94,-307.71
-815.94,-307.75
-815.94,-307.81
-815.94,-307.89
-815.94,-307.99
-815.94,-308.11
-815.94,-308.25
-815.94,-308.58
-815.94,-308.77
-815.94,-308.99
-815.94,-309.47
-815.94,-310.00
-815.94,-310.61
-815.94,-311.29
-815.94,-312.02
-815.94,-312.83
-815.94,-313.67
-815.94,-314.58
-815.94,-315.53
-815.94,-316.53
-815.94,-317.57
-815.94,-318.67
-815.94,-319.81
-815.94,-320.98
-815.94,-322.20
-815.94,-323.45
-815.94,-324.74
-815.94,-326.05
-815.94,-327.43
-815.94,-328.81
-815.94,-330.21
-815.94,-331.60
-815.94,-333.09
-815.94,-334.55
-815.94,-336.03
-815.94,-337.52
-815.94,-339.08
-815.94,-340.55
-815.94,-342.13
-815.94,-343.51
-815.94,-345.01
-815.94,-346.46
-815.94,-347.84
-815.94,-349.32
-815.94,-350.84
-815.94,-352.31
-815.94,-353.81
-815.94,-355.94
-815.94,-358.11
-815.94,-360.34
-815.94,-362.65
-815.94,-365.01
-815.94,-367.35
-815.94,-369.72
-815.94,-372.08
-815.94,-374.11
-815.94,-377.14
-815.94,-380.41
-815.94,-383.80
-815.94,-387.18
-815.94,-390.50
-815.94,-393.56
815.94,-395.50
815.94,-396.90
815.94,-398.30
815.94,-399.72
815.94,-401.08
815.94,-402.33
815.94,-403.48
815.94,-404.56
815.94,-405.54
815.94,-406.41
815.94,-407.18
815.94,-407.87
815.94,-408.47
815.94,-408.97
815.94,-409.20
815.94,-409.56
815.94,-409.72
815.94,-409.84
815.94,-409.95
815.94,-410.03
815.94,-410.10
815.94,-410.15
815.94,-410.18
815.94,-410.19
815.94,-410.18
815.94,-410.16
815.94,-410.12
815.94,-410.07
815.94,-409.99
815.94,-409.91
815.94,-409.81
815.94,-409.69
815.94,-409.57
815.94,-409.41
-815.94,-409.25
-815.94,-409.21
-815.94,-408.99
-815.94,-408.88
-815.94,-408.79
-815.94,-408.71
-815.94,-408.65
-815.94,-408.61
-815.94,-408.59
-815.94,-408.59
-815.94,-408.60
-815.94,-408.62
-815.94,-408.66
-815.94,-408.72
-815.94,-408.78
-815.94,-408.86
-815.94,-408.95
-815.94,-409.05
-815.94,-409.17
-815.94,-409.20
-815.94,-409.42
-815.94,-409.57
-815.94,-409.90
-815.94,-410.28
-815.94,-410.69
-815.94,-411.15
-815.94,-411.64
-815.94,-412.17
-815.94,-412.74
-815.94,-413.33
-815.94,-413.97
-815.94,-414.64
-815.94,-415.33
-815.94,-416.05
-815.94,-416.83
-815.94,-417.60
-815.94,-418.17
-815.94,-419.00
-815.94,-419.86
-815.94,-420.72
-815.94,-421.61
-815.94,-422.51
-815.94,-423.44
-815.94,-424.36
-815.94,-425.35
-815.94,-426.32
-815.94,-427.30
-815.94,-428.33
-815.94,-429.35
-815.94,-430.35
-815.94,-431.20
-815.94,-432.23
-815.94,-433.29
-815.94,-434.35
-815.94,-435.40
-815.94,-436.53
-815.94,-437.60
-815.94,-438.72
-815.94,-439.85
-815.94,-440.94
-815.94,-442.11
815.94,-443.13
815.94,-444.09
815.94,-444.84
815.94,-445.61
815.94,-446.25
815.94,-446.80
815.94,-447.04
815.94,-447.43
815.94,-447.58
815.94,-447.72
815.94,-447.84
815.94,-447.93
815.94,-447.99
815.94,-448.04
815.94,-448.05
815.94,-448.04
815.94,-448.01
815.94,-447.96
815.94,-447.89
815.94,-447.80
815.94,-447.69
815.94,-447.57
815.94,-447.43
815.94,-447.28
815.94,-447.11
815.94,-446.93
815.94,-446.71
815.94,-446.27
815.94,-446.02
815.94,-445.76
815.94,-445.48
815.94,-444.87
815.94,-444.24
815.94,-443.52
815.94,-442.78
815.94,-441.97
815.94,-441.13
815.94,-440.26
815.94,-439.32
815.94,-438.33
815.94,-437.34
815.94,-436.26
815.94,-435.17
815.94,-434.08
815.94,-432.92
815.94,-431.78
815.94,-430.70
815.94,-429.48
815.94,-428.26
815.94,-426.96
815.94,-425.65
815.94,-424.30
815.94,-422.98
815.94,-421.57
815.94,-420.20
815.94,-418.81
815.94,-417.36
815.94,-415.91
815.94,-414.43
815.94,-412.95
815.94,-411.42
-815.94,-409.91
-815.94,-408.54
-815.94,-407.22
-815.94,-405.99
-815.94,-404.83
-815.94,-403.78
-815.94,-402.83
-815.94,-401.93
-815.94,-401.14
-815.94,-400.40
-815.94,-399.77
-815.94,-399.23
-815.94,-398.76
-815.94,-398.54
-815.94,-398.20
-815.94,-398.04
-815.94,-398.00
-815.94,-397.80
-815.94,-397.72
-815.94,-397.64
-815.94,-397.59
-815.94,-397.56
-815.94,-397.55
-815.94,-397.56
-815.94,-397.58
-815.94,-397.62
-815.94,-397.68
-815.94,-397.74
-815.94,-397.82
-815.94,-397.92
-815.94,-398.02
-815.94,-398.14
-815.94,-398.27
-815.94,-398.30
-815.94,-398.55
-815.94,-398.87
-815.94,-399.06
-815.94,-399.45
-815.94,-399.66
-815.94,-399.88
-815.94,-400.12
-815.94,-400.20
-815.94,-400.62
-815.94,-401.13
-815.94,-401.70
-815.94,-402.29
-815.94,-402.91
-815.94,-403.58
-815.94,-404.28
-815.94,-404.98
-815.94,-405.73
-815.94,-406.49
-815.94,-407.30
-815.94,-408.10
-815.94,-408.96
-815.94,-409.82
-815.94,-410.73
-815.94,-411.62
-815.94,-412.56
-815.94,-413.53
-815.94,-414.54
-815.94,-415.53
-815.94,-416.54
-815.94,-417.60
-815.94,-418.43
-815.94,-419.51
-815.94,-420.59
-815.94,-421.66
-815.94,-422.78
-815.94,-423.88
-815.94,-425.02
-815.94,-426.19
-815.94,-427.37
-815.94,-428.54
-815.94,-429.73
-815.94,-430.91
-815.94,-431.95
-815.94,-433.17
-815.94,-434.34
-815.94,-435.53
-815.94,-436.76
-815.94,-438.00
-815.94,-439.20
-815.94,-440.44
-815.94,-441.67
-815.94,-442.91
-815.94,-444.15
-815.94,-445.35
-815.94,-446.59
815.94,-447.74
815.94,-448.82
815.94,-449.80
815.94,-450.67
815.94,-451.44
815.94,-452.11
815.94,-452.68
815.94,-452.92
815.94,-453.15
815.94,-453.51
815.94,-453.66
815.94,-453.78
815.94,-453.88
815.94,-453.95
815.94,-453.99
815.94,-454.02
815.94,-454.02
815.94,-453.99
815.94,-453.95
815.94,-453.89
815.94,-453.81
815.94,-453.71
815.94,-453.59
815.94,-453.46
815.94,-453.31
815.94,-453.13
815.94,-452.96
815.94,-452.76
815.94,-452.55
815.94,-452.08
815.94,-451.57
815.94,-451.48
815.94,-450.98
815.94,-450.37
815.94,-449.69
815.94,-448.97
-815.94,-448.21
-815.94,-447.52
-815.94,-446.93
-815.94,-446.42
-815.94,-445.98
-815.94,-445.63
-815.94,-445.48
-815.94,-445.44
-815.94,-445.25
-815.94,-445.16
-815.94,-445.09
-815.94,-445.03
-815.94,-444.99
-815.94,-444.97
-815.94,-444.97
-815.94,-444.99
-815.94,-445.01
-815.94,-445.06
-815.94,-445.12
-815.94,-445.19
-815.94,-445.27
-815.94,-445.37
-815.94,-445.48
-815.94,-445.59
-815.94,-445.72
-815.94,-445.87
-815.94,-446.03
-815.94,-446.20
-815.94,-446.56
-815.94,-446.76
-815.94,-446.97
-815.94,-447.19
-815.94,-447.26
-815.94,-447.66
-815.94,-448.18
-815.94,-448.71
-815.94,-449.28
-815.94,-449.90
-815.94,-450.53
-815.94,-451.19
-815.94,-451.87
-815.94,-452.56
-815.94,-453.30
-815.94,-454.05
-815.94,-454.82
-815.94,-455.63
-815.94,-456.40
-815.94,-457.22
-815.94,-458.07
-815.94,-458.69
-815.94,-459.53
-815.94,-460.37
-815.94,-461.26
-815.94,-462.14
-815.94,-463.03
-815.94,-463.94
-815.94,-464.86
-815.94,-465.78
-815.94,-466.75
-815.94,-467.68
-815.94,-468.66
-815.94,-469.61
-815.94,-470.61
-815.94,-471.42
815.94,-472.34
815.94,-473.17
815.94,-473.90
815.94,-474.51
815.94,-475.03
815.94,-475.26
815.94,-475.61
815.94,-475.76
815.94,-475.87
815.94,-475.97
815.94,-476.05
815.94,-476.10
815.94,-476.13
815.94,-476.14
815.94,-476.12
815.94,-476.09
815.94,-476.03
815.94,-475.97
815.94,-475.88
815.94,-475.77
815.94,-475.66
815.94,-475.52
815.94,-475.37
815.94,-475.20
815.94,-475.01
815.94,-474.95
815.94,-474.58
815.94,-474.12
815.94,-473.84
815.94,-473.30
815.94,-472.67
815.94,-472.01
815.94,-471.31
815.94,-470.57
815.94,-469.74
815.94,-468.89
-815.94,-468.07
-815.94,-467.30
-815.94,-466.65
-815.94,-466.06
-815.94,-465.56
-815.94,-465.49
-815.94,-465.14
-815.94,-464.79
-815.94,-464.65
-815.94,-464.53
-815.94,-464.42
-815.94,-464.34
-815.94,-464.28
-815.94,-464.24
-815.94,-464.22
-815.94,-464.21
-815.94,-464.23
-815.94,-464.25
-815.94,-464.30
-815.94,-464.36
-815.94,-464.43
-815.94,-464.53
-815.94,-464.63
-815.94,-464.74
-815.94,-464.87
-815.94,-465.01
-815.94,-465.32
-815.94,-465.66
-815.94,-465.86
-815.94,-466.27
-815.94,-466.71
-815.94,-466.79
-815.94,-467.19
-815.94,-467.71
-815.94,-468.26
-815.94,-468.84
-815.94,-469.45
-815.94,-470.07
-815.94,-470.72
-815.94,-471.41
-815.94,-472.09
-815.94,-472.80
-815.94,-473.55
-815.94,-474.30
-815.94,-475.05
-815.94,-475.83
-815.94,-476.63
-815.94,-477.42
-815.94,-478.26
-815.94,-479.11
-815.94,-479.93
-815.94,-480.80
-815.94,-481.67
-815.94,-482.56
-815.94,-483.45
-815.94,-484.37
-815.94,-485.07
-815.94,-485.99
-815.94,-486.93
-815.94,-487.90
-815.94,-488.84
815.94,-489.80
815.94,-490.70
815.94,-491.47
815.94,-492.12
815.94,-492.69
815.94,-492.94
815.94,-493.17
815.94,-493.52
815.94,-493.68
815.94,-493.81
815.94,-493.91
815.94,-493.99
815.94,-494.04
815.94,-494.06
815.94,-494.07
815.94,-494.05
815.94,-494.01
815.94,-493.95
815.94,-493.87
815.94,-493.77
815.94,-493.66
815.94,-493.52
815.94,-493.38
815.94,-493.22
815.94,-493.05
815.94,-492.87
815.94,-492.66
815.94,-492.43
815.94,-491.96
815.94,-491.70
815.94,-491.42
815.94,-490.84
815.94,-490.20
815.94,-489.51
815.94,-488.80
815.94,-488.01
815.94,-487.21
-815.94,-486.33
-815.94,-485.58
-815.94,-484.87
-815.94,-484.27
-815.94,-483.74
-815.94,-483.31
-815.94,-483.12
-815.94,-482.94
-815.94,-482.66
-815.94,-482.53
-815.94,-482.43
-815.94,-482.35
-815.94,-482.29
-815.94,-482.24
-815.94,-482.22
-815.94,-482.21
-815.94,-482.22
-815.94,-482.24
-815.94,-482.29
-815.94,-482.34
-815.94,-482.41
-815.94,-482.49
-815.94,-482.58
-815.94,-482.69
-815.94,-482.81
-815.94,-482.94
-815.94,-482.98
-815.94,-483.23
-815.94,-483.39
-815.94,-483.57
-815.94,-483.94
-815.94,-484.36
-815.94,-484.81
-815.94,-485.29
-815.94,-485.81
-815.94,-486.36
-815.94,-486.95
815.94,-487.50
815.94,-487.96
815.94,-488.34
815.94,-488.49
815.94,-488.62
815.94,-488.73
815.94,-488.80
815.94,-488.86
815.94,-488.90
815.94,-488.92
815.94,-488.92
815.94,-488.90
815.94,-488.86
815.94,-488.80
815.94,-488.72
815.94,-488.62
815.94,-488.51
815.94,-488.38
815.94,-488.22
815.94,-488.07
815.94,-487.89
815.94,-487.70
815.94,-487.48
815.94,-487.02
815.94,-486.51
815.94,-485.93
815.94,-485.31
815.94,-484.65
815.94,-483.94
815.94,-483.19
815.94,-482.36
815.94,-481.52
815.94,-480.65
815.94,-479.71
815.94,-478.72
815.94,-477.68
815.94,-476.66
815.94,-475.55
815.94,-474.46
815.94,-473.31
815.94,-472.14
815.94,-471.11
815.94,-469.90
815.94,-468.65
815.94,-467.38
815.94,-466.09
815.94,-464.72
815.94,-463.38
815.94,-461.98
815.94,-460.56
815.94,-459.13
815.94,-457.66
815.94,-456.22
815.94,-454.76
815.94,-453.35
815.94,-451.84
815.94,-450.31
815.94,-448.78
815.94,-447.30
815.94,-445.83
-815.94,-444.29
-815.94,-442.91
-815.94,-441.61
-815.94,-440.36
-815.94,-439.19
-815.94,-438.12
-815.94,-437.14
-815.94,-436.23
-815.94,-435.41
-815.94,-434.67
-815.94,-434.01
-815.94,-433.44
-815.94,-432.94
-815.94,-432.54
-815.94,-432.35
-815.94,-432.06
-815.94,-431.93
-815.94,-431.82
-815.94,-431.72
-815.94,-431.76
-815.94,-431.71
-815.94,-431.67
-815.94,-431.65
-815.94,-431.64
-815.94,-431.65
-815.94,-431.68
-815.94,-431.71
-815.94,-431.76
-815.94,-431.82
-815.94,-431.89
-815.94,-431.97
-815.94,-432.07
-815.94,-432.16
-815.94,-432.27
-815.94,-432.39
815.94,-432.51
815.94,-432.61
815.94,-432.68
815.94,-432.73
815.94,-432.75
815.94,-432.75
815.94,-432.73
815.94,-432.68
815.94,-432.62
815.94,-432.54
815.94,-432.43
815.94,-432.31
815.94,-432.18
815.94,-432.03
815.94,-431.87
815.94,-431.69
815.94,-431.49
815.94,-431.27
815.94,-430.80
815.94,-430.53
815.94,-429.97
815.94,-429.36
815.94,-428.67
815.94,-427.95
815.94,-427.19
815.94,-426.34
815.94,-425.49
815.94,-424.56
815.94,-423.61
815.94,-422.61
815.94,-421.57
815.94,-420.51
815.94,-419.40
815.94,-418.29
-815.94,-417.29
-815.94,-416.26
-815.94,-415.24
-815.94,-414.35
-815.94,-413.51
-815.94,-412.79
-815.94,-412.13
-815.94,-411.53
-815.94,-411.05
-815.94,-410.64
-815.94,-410.46
-815.94,-410.17
-815.94,-410.06
-815.94,-409.96
-815.94,-409.89
-815.94,-409.83
-815.94,-409.80
-815.94,-409.79
-815.94,-409.79
-815.94,-409.81
-815.94,-409.84
-815.94,-409.90
-815.94,-409.97
-815.94,-410.05
-815.94,-410.15
-815.94,-410.25
-815.94,-410.38
-815.94,-410.51
-815.94,-410.66
-815.94,-410.82
-815.94,-411.00
-815.94,-411.19
-815.94,-411.58
-815.94,-411.81
-815.94,-412.27
-815.94,-412.78
-815.94,-413.34
-815.94,-413.94
-815.94,-414.55
-815.94,-415.20
-815.94,-415.91
-815.94,-416.63
-815.94,-417.37
-815.94,-418.14
-815.94,-418.94
-815.94,-419.74
-815.94,-420.61
-815.94,-421.46
-815.94,-422.36
-815.94,-423.29
-815.94,-424.20
-815.94,-425.16
-815.94,-426.11
-815.94,-427.12
-815.94,-428.09
-815.94,-429.11
-815.94,-430.14
-815.94,-431.18
-815.94,-432.02
-815.94,-433.07
-815.94,-434.16
815.94,-435.21
815.94,-436.17
815.94,-437.05
815.94,-437.81
815.94,-438.47
815.94,-439.04
815.94,-439.30
815.94,-439.72
815.94,-439.89
815.94,-440.04
815.94,-440.17
815.94,-440.27
815.94,-440.34
815.94,-440.41
815.94,-440.44
815.94,-440.47
815.94,-440.47
815.94,-440.45
815.94,-440.42
815.94,-440.37
815.94,-440.30
815.94,-440.21
815.94,-440.11
815.94,-439.99
815.94,-439.86
815.94,-439.71
815.94,-439.53
815.94,-439.34
815.94,-439.28
815.94,-438.92
815.94,-438.44
815.94,-437.92
815.94,-437.33
815.94,-436.68
815.94,-435.99
815.94,-435.28
815.94,-434.50
815.94,-433.68
815.94,-432.81
815.94,-431.91
815.94,-431.01
815.94,-430.03
815.94,-429.02
815.94,-427.97
815.94,-426.90
815.94,-425.76
815.94,-424.58
815.94,-423.42
815.94,-422.22
815.94,-420.98
815.94,-419.72
815.94,-418.43
815.94,-417.24
815.94,-415.89
815.94,-414.53
815.94,-413.15
815.94,-411.73
815.94,-410.31
815.94,-408.89
815.94,-407.47
815.94,-405.96
815.94,-404.49
815.94,-403.04
815.94,-401.51
815.94,-400.05
815.94,-398.54
815.94,-397.03
815.94,-395.60
815.94,-394.16
815.94,-392.72
815.94,-391.31
815.94,-389.92
815.94,-388.53
815.94,-387.07
815.94,-385.60
815.94,-384.23
815.94,-382.74
815.94,-381.35
815.94,-379.23
815.94,-377.12
815.94,-375.00
815.94,-372.86
815.94,-370.70
815.94,-368.58
815.94,-366.30
815.94,-364.12
815.94,-361.95
815.94,-359.83
815.94,-357.63
815.94,-355.56
815.94,-353.38
815.94,-351.13
815.94,-348.98
815.94,-346.91
815.94,-344.86
815.94,-343.43
815.94,-342.08
815.94,-340.73
815.94,-339.34
815.94,-337.99
815.94,-336.53
815.94,-335.15
815.94,-333.77
815.94,-332.30
815.94,-330.88
815.94,-329.39
815.94,-327.88
815.94,-326.45
815.94,-324.97
815.94,-323.57
815.94,-322.09
815.94,-320.58
815.94,-319.11
815.94,-317.62
815.94,-316.19
815.94,-314.71
815.94,-313.24
815.94,-311.74
815.94,-310.34
815.94,-308.88
815.94,-307.50
815.94,-306.11
815.94,-304.69
815.94,-303.33
815.94,-302.00
815.94,-300.66
815.94,-299.33
815.94,-298.04
-815.94,-296.71
-815.94,-295.53
-815.94,-294.45
-815.94,-293.51
-815.94,-292.70
-815.94,-292.01
-815.94,-291.44
-815.94,-290.97
-815.94,-290.78
-815.94,-290.50
-815.94,-290.39
-815.94,-290.32
-815.94,-290.27
-815.94,-290.25
-815.94,-290.25
-815.94,-290.27
-815.94,-290.32
-815.94,-290.39
-815.94,-290.47
-815.94,-290.58
-815.94,-290.70
-815.94,-290.74
-815.94,-291.01
-815.94,-291.20
-815.94,-291.63
-815.94,-292.12
-815.94,-292.67
-815.94,-293.29
-815.94,-293.98
-815.94,-294.75
-815.94,-295.56
-815.94,-296.40
-815.94,-297.31
815.94,-298.22
815.94,-299.05
815.94,-299.81
815.94,-300.51
815.94,-301.16
815.94,-301.72
815.94,-302.21
815.94,-302.43
815.94,-302.64
815.94,-302.84
815.94,-302.90
815.94,-303.17
815.94,-303.32
815.94,-303.45
815.94,-303.56
815.94,-303.65
815.94,-303.74
815.94,-303.82
815.94,-303.88
815.94,-303.92
815.94,-303.96
815.94,-303.97
815.94,-303.98
815.94,-303.97
815.94,-303.94
815.94,-303.91
815.94,-303.87
815.94,-303.82
815.94,-303.75
815.94,-303.68
815.94,-303.60
815.94,-303.51
815.94,-303.41
815.94,-303.30
815.94,-303.18
815.94,-303.05
815.94,-302.92
815.94,-302.77
815.94,-302.61
815.94,-302.45
815.94,-302.28
815.94,-302.11
815.94,-301.92
-815.94,-301.86
-815.94,-301.59
-815.94,-301.55
-815.94,-301.36
-815.94,-301.28
-815.94,-301.23
-815.94,-301.20
-815.94,-301.20
-815.94,-301.22
-815.94,-301.25
-815.94,-301.31
-815.94,-301.38
-815.94,-301.48
-815.94,-301.59
-815.94,-301.71
-815.94,-301.86
-815.94,-302.03
-815.94,-302.21
-815.94,-302.41
-815.94,-302.63
-815.94,-302.70
-815.94,-303.12
-815.94,-303.65
-815.94,-304.26
-815.94,-304.92
-815.94,-305.62
-815.94,-306.38
-815.94,-307.20
-815.94,-308.05
-815.94,-308.96
-815.94,-309.92
-815.94,-310.92
-815.94,-311.98
-815.94,-313.04
-815.94,-314.19
-815.94,-315.32
815.94,-316.19
815.94,-317.21
815.94,-318.18
815.94,-319.06
815.94,-319.87
815.94,-320.59
815.94,-321.26
815.94,-321.84
815.94,-321.93
815.94,-322.37
815.94,-322.82
815.94,-323.19
815.94,-323.35
815.94,-323.50
815.94,-323.62
815.94,-323.73
815.94,-323.83
815.94,-323.91
815.94,-323.98
815.94,-324.03
815.94,-324.07
815.94,-324.10
815.94,-324.12
815.94,-324.12
815.94,-324.11
815.94,-324.08
815.94,-324.05
815.94,-324.00
815.94,-323.95
815.94,-323.88
815.94,-323.81
815.94,-323.73
815.94,-323.63
815.94,-323.53
815.94,-323.41
815.94,-323.29
815.94,-323.16
815.94,-323.02
815.94,-322.87
815.94,-322.70
-815.94,-322.54
-815.94,-322.49
-815.94,-322.29
-815.94,-322.21
-815.94,-322.15
-815.94,-322.12
-815.94,-322.12
-815.94,-322.14
-815.94,-322.18
-815.94,-322.24
-815.94,-322.32
-815.94,-322.42
-815.94,-322.54
-815.94,-322.68
-815.94,-322.73
-815.94,-323.01
-815.94,-323.41
-815.94,-323.87
-815.94,-324.41
-815.94,-324.99
-815.94,-325.65
-815.94,-326.33
-815.94,-327.09
-815.94,-327.89
-815.94,-328.75
-815.94,-329.41
-815.94,-330.35
-815.94,-331.32
-815.94,-332.36
-815.94,-333.46
-815.94,-334.57
-815.94,-335.70
-815.94,-336.87
815.94,-338.03
815.94,-339.10
815.94,-340.09
815.94,-340.99
815.94,-341.84
815.94,-342.51
815.94,-343.20
815.94,-343.83
815.94,-344.38
815.94,-344.84
815.94,-345.04
815.94,-345.23
815.94,-345.41
815.94,-345.57
815.94,-345.71
815.94,-345.84
815.94,-345.94
815.94,-346.02
815.94,-346.09
815.94,-346.15
815.94,-346.18
815.94,-346.21
815.94,-346.22
815.94,-346.21
815.94,-346.19
815.94,-346.15
815.94,-346.10
815.94,-346.04
815.94,-345.97
815.94,-345.88
815.94,-345.78
815.94,-345.66
815.94,-345.53
815.94,-345.39
815.94,-345.25
815.94,-345.09
815.94,-344.92
815.94,-344.76
815.94,-344.58
815.94,-344.38
-815.94,-344.17
-815.94,-343.86
-815.94,-343.72
-815.94,-343.69
-815.94,-343.54
-815.94,-343.49
-815.94,-343.46
-815.94,-343.45
-815.94,-343.47
-815.94,-343.51
-815.94,-343.57
-815.94,-343.65
-815.94,-343.74
-815.94,-343.85
-815.94,-343.98
-815.94,-344.02
-815.94,-344.29
-815.94,-344.65
-815.94,-344.87
-815.94,-345.34
-815.94,-345.87
-815.94,-346.45
-815.94,-347.08
-815.94,-347.80
-815.94,-348.55
-815.94,-349.35
-815.94,-350.18
-815.94,-351.09
-815.94,-352.03
-815.94,-353.00
-815.94,-353.99
-815.94,-355.08
-815.94,-355.92
-815.94,-357.07
-815.94,-358.24
-815.94,-359.44
-815.94,-360.69
-815.94,-361.93
-815.94,-363.25
-815.94,-364.59
-815.94,-365.93
-815.94,-367.36
-815.94,-368.73
-815.94,-370.17
-815.94,-371.67
-815.94,-373.13
-815.94,-374.65
-815.94,-376.16
-815.94,-377.56
-815.94,-378.97
-815.94,-380.45
-815.94,-381.93
-815.94,-383.36
-815.94,-384.93
-815.94,-386.31
-815.94,-387.75
-815.94,-389.22
-815.94,-390.71
-815.94,-392.16
-815.94,-393.64
-815.94,-395.73
-815.94,-397.89
-815.94,-399.93
-815.94,-402.18
-815.94,-404.34
-815.94,-406.53
-815.94,-408.61
-815.94,-410.85
-815.94,-412.97
-815.94,-415.11
-815.94,-417.20
-815.94,-419.36
-815.94,-421.47
-815.94,-423.59
-815.94,-424.55
-815.94,-426.37
-815.94,-427.86
-815.94,-429.23
-815.94,-430.62
-815.94,-432.03
-815.94,-433.42
-815.94,-434.82
-815.94,-436.23
-815.94,-437.68
-815.94,-439.07
-815.94,-440.50
-815.94,-441.86
-815.94,-443.29
-815.94,-444.69
-815.94,-446.16
-815.94,-447.59
-815.94,-449.08
-815.94,-450.46
-815.94,-451.92
-815.94,-453.41
-815.94,-454.92
-815.94,-456.41
