SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
Calculating offsets, do not move MPU6050
815.94,90.00,88.25,0.00,-6.93000,10.13
815.94,127.13,89.79,0.29,0.00000,1.36
815.94,127.13,95.31,1.87,-0.27000,0.09
815.94,127.13,103.16,4.92,-0.72000,1.17
815.94,127.13,112.54,6.77,-1.08000,1.01
815.94,127.13,123.39,8.09,-1.44000,0.67
-815.94,128.57,134.85,8.82,-1.89000,-0.76
-815.94,128.57,138.20,9.47,-2.16000,0.29
-815.94,128.57,133.74,1.61,-2.34000,-0.68
815.94,128.57,123.81,-4.74,-2.34000,-1.07
815.94,128.57,116.94,-8.24,-2.16000,-0.42
815.94,89.28,117.52,-4.63,-2.16000,1.50
-815.94,89.28,123.13,1.10,-2.16000,0.73
-815.94,89.28,124.63,4.94,-2.25000,0.04
-815.94,89.28,118.34,0.20,-2.16000,-0.93
-815.94,89.28,106.96,-5.95,-1.80000,-1.08
-815.94,89.28,91.63,-9.70,-0.72000,-1.13
815.94,69.64,77.95,-12.07,0.54000,-4.56
815.94,69.64,73.54,-10.01,1.53000,-3.11
815.94,69.64,74.63,-2.79,1.89000,1.55
815.94,69.64,78.77,1.53,1.89000,9.58
-815.94,69.64,81.32,3.80,1.71000,2.74
-815.94,59.82,75.54,0.67,1.44000,-0.73
815.94,59.82,66.95,-6.16,1.98000,-5.06
815.94,59.82,65.31,-6.21,2.25000,-1.77
-815.94,59.82,68.33,0.08,2.25000,-0.15
-815.94,59.82,65.56,1.94,2.25000,1.11
815.94,59.82,60.08,-4.31,2.61000,-2.50
815.94,94.91,61.01,-2.76,2.70000,-0.95
815.94,94.91,66.19,2.44,2.61000,2.92
815.94,94.91,73.36,5.10,2.16000,1.52
815.94,94.91,81.45,6.34,1.80000,0.34
815.94,94.91,90.60,7.13,1.26000,1.32
-815.94,72.45,99.83,7.76,0.63000,-0.46
-815.94,72.45,100.64,5.95,-0.09000,-0.35
-815.94,72.45,93.40,-2.36,-0.36000,-1.14
-815.94,72.45,81.14,-7.71,0.45000,-5.75
815.94,72.45,66.39,-11.13,1.44000,-5.38
815.94,72.45,58.86,-10.68,2.70000,-6.92
815.94,61.22,58.76,-3.95,3.42000,1.15
815.94,61.22,62.14,1.09,3.60000,9.58
815.94,61.22,67.70,3.56,3.42000,5.00
-815.94,61.22,74.70,5.05,2.97000,0.79
-815.94,61.22,75.44,5.25,2.52000,0.66
-815.94,55.61,67.64,-2.30,2.34000,-1.42
815.94,55.61,57.39,-8.02,2.97000,-6.33
815.94,55.61,54.38,-6.93,3.33000,-3.27
815.94,55.61,56.68,-0.64,3.42000,1.14
815.94,55.61,62.30,3.23,3.24000,4.64
-815.94,55.61,62.92,4.35,3.15000,0.82
815.94,52.80,55.53,-2.65,3.24000,-2.49
815.94,52.80,51.86,-6.21,3.60000,-1.24
815.94,52.80,53.87,-0.86,3.60000,0.10
-815.94,52.80,58.38,3.22,3.51000,2.97
-815.94,52.80,55.49,1.63,3.51000,-0.48
815.94,91.41,51.01,-4.64,3.69000,-2.78
815.94,91.41,52.84,-0.86,3.69000,0.99
815.94,91.41,58.38,3.43,3.51000,1.61
815.94,91.41,65.75,5.56,3.24000,0.97
815.94,91.41,73.86,6.56,2.88000,0.94
815.94,91.41,82.76,7.21,2.34000,0.07
815.94,70.70,92.39,7.75,1.80000,1.50
-815.94,70.70,99.79,8.05,1.17000,1.66
-815.94,70.70,97.66,1.76,0.54000,-0.29
-815.94,70.70,88.59,-5.35,0.18000,-1.48
-815.94,70.70,74.38,-9.74,0.99000,-4.46
815.94,100.35,60.47,-12.05,2.25000,-3.22
815.94,100.35,55.89,-7.80,3.24000,-4.20
815.94,100.35,57.58,-1.09,3.78000,3.23
815.94,100.35,62.24,2.84,3.96000,9.58
815.94,100.35,68.64,4.65,3.69000,1.47
815.94,115.18,76.22,5.82,3.15000,1.05
815.94,115.18,84.48,6.65,2.43000,-0.03
815.94,115.18,93.62,7.29,1.80000,0.72
815.94,115.18,103.45,7.81,0.90000,0.95
815.94,115.18,114.27,8.55,-0.09000,-0.24
815.94,115.18,125.98,9.26,-1.08000,-1.13
815.94,122.60,139.55,10.19,-1.89000,-0.87
-815.94,122.60,154.61,11.26,-2.52000,-1.19
-815.94,122.60,162.97,11.03,-2.70000,-3.92
-815.94,122.60,162.17,4.01,-2.61000,-2.32
-815.94,122.60,155.42,-2.65,-2.70000,-0.25
-815.94,86.29,144.49,-6.84,-2.70000,0.58
-815.94,86.29,129.56,-9.96,-2.61000,-0.63
-815.94,86.29,113.93,-12.03,-1.89000,-3.05
-815.94,86.29,95.88,-11.08,-0.27000,-0.70
-815.94,86.29,67.26,-13.40,2.34000,2.44
815.94,68.14,49.26,-14.97,4.95000,-15.05
815.94,68.14,43.32,-10.73,6.21000,-0.79
815.94,68.14,43.57,-3.86,6.84000,9.58
815.94,68.14,47.45,1.18,6.84000,9.58
815.94,68.14,53.89,4.02,6.30000,2.56
815.94,99.08,61.69,5.81,5.76000,-0.50
815.94,99.08,70.54,6.93,5.04000,0.27
815.94,99.08,80.05,7.53,4.32000,0.13
815.94,99.08,89.81,7.98,3.51000,0.18
815.94,99.08,99.74,8.19,2.61000,0.07
815.94,114.54,110.09,8.38,1.71000,1.38
815.94,114.54,120.89,8.62,0.81000,-0.20
-815.94,114.54,131.65,9.14,-0.27000,-1.05
-815.94,114.54,133.75,7.70,-1.17000,-0.12
-815.94,114.54,127.70,-0.58,-1.62000,-2.04
-815.94,114.54,116.37,-6.38,-1.17000,-5.41
815.94,122.28,104.36,-10.20,-0.27000,-2.68
815.94,122.28,100.46,-8.32,0.27000,-3.86
815.94,122.28,102.60,-1.71,0.54000,0.71
815.94,122.28,108.10,2.80,0.36000,6.10
815.94,122.28,115.58,5.10,0.00000,1.58
815.94,86.14,124.54,6.62,-0.72000,1.52
-815.94,86.14,132.78,7.88,-1.26000,0.93
-815.94,86.14,131.64,4.98,-1.62000,-1.82
-815.94,86.14,123.51,-2.95,-1.53000,-4.80
-815.94,86.14,110.86,-7.83,-0.72000,-2.55
-815.94,68.06,95.28,-11.14,0.45000,-3.70
-815.94,68.06,79.78,-11.70,2.25000,-8.15
815.94,68.06,62.36,-11.80,4.59000,-0.43
815.94,68.06,50.40,-12.27,6.39000,-6.99
815.94,68.06,46.93,-8.50,7.11000,7.01
815.94,68.06,48.61,-2.14,7.20000,9.58
815.94,59.03,53.79,2.08,6.84000,3.91
815.94,59.03,61.31,4.73,6.39000,-0.65
815.94,59.03,70.12,6.48,5.85000,0.38
815.94,59.03,79.92,7.60,5.31000,-0.37
-815.94,59.03,84.93,8.16,4.77000,-0.17
-815.94,54.51,80.43,2.35,4.32000,-0.54
-815.94,54.51,69.43,-5.20,4.50000,-2.07
815.94,54.51,54.37,-9.81,5.40000,-3.57
815.94,54.51,44.22,-12.00,6.30000,-4.76
815.94,54.51,42.38,-7.11,6.84000,-1.34
815.94,52.25,45.83,-0.66,7.02000,6.34
815.94,52.25,52.50,3.54,6.84000,7.40
815.94,52.25,60.89,5.89,6.48000,0.08
-815.94,52.25,68.01,7.39,5.94000,0.90
-815.94,52.25,65.57,4.53,5.67000,-0.77
-815.94,52.25,56.10,-3.65,5.76000,-2.22
815.94,51.12,45.57,-8.65,6.30000,-3.66
815.94,51.12,43.20,-7.41,6.57000,-2.45
815.94,51.12,46.70,-0.73,6.66000,1.43
815.94,51.12,53.79,3.88,6.48000,4.15
-815.94,51.12,61.12,6.30,6.12000,0.36
-815.94,90.57,59.59,4.99,5.85000,-1.13
815.94,90.57,54.39,-3.03,5.94000,-2.26
815.94,90.57,55.47,-3.22,5.94000,-0.71
815.94,90.57,60.88,2.18,5.85000,0.01
815.94,90.57,68.55,5.19,5.58000,1.29
815.94,90.57,77.25,6.67,5.31000,0.84
815.94,70.28,86.70,7.59,4.95000,-0.13
-815.94,70.28,96.34,7.99,4.41000,2.00
-815.94,70.28,97.33,6.96,3.87000,1.93
-815.94,70.28,89.50,-1.73,3.51000,-0.37
-815.94,70.28,75.62,-7.87,3.87000,-3.77
815.94,100.14,61.76,-11.10,4.86000,-5.77
815.94,100.14,57.19,-10.26,5.49000,-5.57
815.94,100.14,58.95,-2.93,5.94000,1.26
815.94,100.14,64.27,2.23,6.03000,8.25
815.94,100.14,71.30,4.82,5.76000,3.10
815.94,100.14,79.90,6.30,5.22000,0.34
815.94,75.07,89.11,7.25,4.68000,0.39
815.94,75.07,98.74,7.74,3.96000,1.31
815.94,75.07,108.75,8.10,3.15000,2.25
-815.94,75.07,115.79,8.36,2.43000,-1.69
-815.94,75.07,112.89,4.33,1.80000,-1.71
-815.94,102.54,103.07,-4.02,1.53000,-2.74
-815.94,102.54,88.35,-8.93,2.43000,-8.01
815.94,102.54,75.89,-11.63,3.60000,-5.64
815.94,102.54,72.62,-8.85,4.50000,-5.23
815.94,102.54,74.88,-1.84,5.04000,3.85
815.94,76.27,79.87,2.48,5.04000,9.41
815.94,76.27,86.56,4.48,4.68000,2.46
815.94,76.27,94.46,5.75,4.05000,0.41
815.94,76.27,102.99,6.71,3.42000,0.88
-815.94,76.27,107.30,7.25,2.79000,0.70
-815.94,76.27,102.41,1.81,2.34000,-0.43
-815.94,63.13,91.18,-5.51,2.61000,-2.87
-815.94,63.13,75.80,-10.00,3.60000,-4.19
815.94,63.13,60.41,-11.95,4.86000,-6.13
815.94,63.13,52.98,-11.37,6.30000,-4.97
815.94,63.13,52.72,-5.11,6.93000,2.78
815.94,56.56,56.45,0.35,7.02000,9.58
815.94,56.56,63.00,3.47,6.75000,3.86
815.94,56.56,71.34,5.71,6.12000,0.42
-815.94,56.56,75.59,7.05,5.67000,0.02
-815.94,56.56,70.62,2.27,5.31000,-0.80
-815.94,56.56,59.63,-5.23,5.58000,-2.56
815.94,93.29,49.57,-9.51,6.30000,-3.43
815.94,93.29,47.73,-7.21,6.66000,-2.13
815.94,93.29,51.48,-0.66,6.75000,2.05
815.94,93.29,58.53,3.87,6.48000,5.71
815.94,93.29,67.24,6.18,6.21000,0.38
815.94,111.65,77.14,7.58,5.67000,-0.20
815.94,111.65,87.56,8.34,5.22000,0.34
815.94,111.65,98.15,8.72,4.59000,1.48
815.94,111.65,108.66,8.77,3.78000,1.14
815.94,111.65,119.17,8.75,2.88000,0.54
815.94,80.82,129.79,8.80,1.98000,2.31
-815.94,80.82,139.02,8.85,0.99000,0.99
-815.94,80.82,138.29,6.57,0.09000,-0.14
-815.94,80.82,129.97,-2.14,-0.45000,-1.20
-815.94,80.82,116.30,-7.34,0.27000,-3.67
-815.94,80.82,100.87,-11.06,1.35000,-1.67
-815.94,105.42,85.16,-12.12,2.97000,-6.24
815.94,105.42,67.47,-11.90,5.40000,2.53
815.94,105.42,55.64,-12.48,7.02000,-10.50
815.94,105.42,51.77,-8.80,7.92000,6.81
815.94,105.42,53.92,-2.05,8.10000,9.58
815.94,77.71,59.99,2.77,7.65000,3.59
815.94,77.71,68.66,5.62,7.11000,-0.14
815.94,77.71,78.67,7.52,6.57000,-0.08
815.94,77.71,89.44,8.60,5.94000,0.44
815.94,77.71,100.43,9.06,5.31000,-0.04
815.94,63.85,111.35,9.05,4.68000,1.80
-815.94,63.85,120.48,9.06,3.78000,0.40
