SL_PWM,U,SL_position,SL_speed,ARM_position,Distance,Sprung_acceleration_x
659.75,90.00,89.99,0.00,-4.77000,0.00000,10.10
659.75,90.00,89.99,0.00,-4.77000,0.00000,10.10
756.00,90.00,89.99,0.00,0.00000,0.00000,10.10
756.00,90.00,90.00,0.39,0.00000,0.00000,0.01
756.00,90.00,90.03,0.39,0.00000,17.89160,0.01
756.00,90.00,90.08,0.39,0.00000,17.89160,0.01
756.00,90.00,90.14,0.39,0.00000,17.89160,0.01
756.00,90.00,90.22,0.39,0.00000,17.89160,0.01
756.00,90.00,90.31,0.39,-0.09000,17.89160,0.01
756.00,90.00,90.43,0.39,-0.09000,17.89160,0.01
756.00,90.00,90.56,0.39,-0.09000,17.89160,0.01
756.00,90.00,90.66,0.39,-0.09000,17.89160,0.01
756.00,90.00,90.75,0.65,-0.09000,17.89160,0.20
756.00,90.00,90.90,0.65,-0.09000,17.89160,0.20
756.00,90.00,91.07,0.65,-0.09000,17.89160,0.20
756.00,90.00,91.25,0.65,-0.09000,17.89160,0.20
756.00,90.00,91.45,0.65,-0.09000,17.89160,0.20
756.00,90.00,91.65,0.65,-0.09000,17.89160,0.20
756.00,90.00,91.87,0.65,-0.09000,17.89160,0.20
756.00,90.00,92.08,0.65,-0.09000,17.89160,0.20
756.00,90.00,92.23,0.65,-0.18000,17.89160,0.20
756.00,90.00,92.40,1.42,-0.18000,17.89160,0.69
756.00,90.00,92.54,1.42,-0.18000,17.89160,0.69
756.00,90.00,92.86,1.42,-0.18000,17.89160,0.69
785.00,90.00,93.10,1.42,-0.18000,17.89160,0.69
785.00,90.00,93.35,1.42,-0.18000,17.89160,0.69
785.00,90.00,93.60,1.42,-0.18000,17.89160,0.69
785.00,90.00,93.86,1.42,-0.18000,17.89160,0.69
785.00,90.00,94.14,1.42,-0.18000,17.89160,0.69
785.00,90.00,94.42,1.42,-0.27000,17.89160,0.69
785.00,90.00,94.62,1.42,-0.27000,17.89160,0.69
785.00,90.00,94.85,1.92,-0.27000,17.89160,0.16
785.00,90.00,95.28,1.92,-0.27000,17.89160,0.16
785.00,90.00,95.59,1.92,-0.27000,17.89160,0.16
785.00,90.00,95.92,1.92,-0.27000,17.89160,0.16
785.00,90.00,96.23,1.92,-0.36000,17.89160,0.16
785.00,90.00,96.57,1.92,-0.36000,17.89160,0.16
785.00,90.00,96.91,1.92,-0.36000,17.89160,0.16
785.00,90.00,97.25,1.92,-0.36000,17.89160,0.16
785.00,90.00,97.51,1.92,-0.36000,17.89160,0.16
785.00,90.00,97.81,2.33,-0.45000,17.89160,0.34
785.00,90.00,98.28,2.33,-0.45000,17.56480,0.34
785.00,90.00,98.66,2.33,-0.45000,17.56480,0.34
785.00,90.00,99.03,2.33,-0.45000,17.56480,0.34
785.00,90.00,99.42,2.33,-0.54000,17.56480,0.34
785.00,90.00,99.80,2.33,-0.54000,17.56480,0.34
-15.00,90.00,100.17,2.33,-0.54000,17.56480,0.34
-15.00,90.00,100.49,2.33,-0.54000,17.56480,0.34
-15.00,90.00,100.69,2.33,-0.54000,17.56480,0.34
-15.00,90.00,100.87,2.72,-0.63000,17.56480,0.38
-15.00,90.00,100.99,2.72,-0.63000,17.58200,0.38
-15.00,90.00,101.09,2.72,-0.63000,17.58200,0.38
-15.00,90.00,101.15,2.72,-0.72000,17.58200,0.38
-15.00,90.00,101.16,2.72,-0.72000,17.58200,0.38
-15.00,90.00,101.15,2.72,-0.72000,17.58200,0.38
-15.00,90.00,101.11,2.72,-0.72000,17.58200,0.38
-15.00,90.00,101.06,2.72,-0.72000,17.58200,0.38
-15.00,90.00,101.00,2.72,-0.81000,17.58200,0.38
-15.00,90.00,100.97,0.13,-0.81000,17.58200,-0.53
-15.00,90.00,100.91,0.13,-0.81000,17.58200,-0.53
-15.00,90.00,100.83,0.13,-0.81000,17.58200,-0.53
-15.00,90.00,100.76,0.13,-0.81000,17.58200,-0.53
-15.00,90.00,100.69,0.13,-0.81000,17.58200,-0.53
-15.00,90.00,100.62,0.13,-0.90000,17.58200,-0.53
-15.00,90.00,100.54,0.13,-0.90000,17.58200,-0.53
-15.00,90.00,100.46,0.13,-0.90000,17.58200,-0.53
-15.00,90.00,100.37,0.13,-0.90000,17.58200,-0.53
-15.00,90.00,100.32,-0.56,-0.90000,17.58200,-0.56
-415.00,90.00,100.25,-0.56,-0.90000,17.22080,-0.56
-415.00,90.00,100.15,-0.56,-0.90000,17.22080,-0.56
-415.00,90.00,100.05,-0.56,-0.99000,17.22080,-0.56
-415.00,90.00,99.95,-0.56,-0.99000,17.22080,-0.56
-415.00,90.00,99.83,-0.56,-0.99000,17.22080,-0.56
-415.00,90.00,99.72,-0.56,-0.99000,17.22080,-0.56
-415.00,90.00,99.62,-0.56,-0.99000,17.22080,-0.56
-415.00,90.00,99.54,-0.56,-0.99000,17.22080,-0.56
-415.00,90.00,99.47,-0.74,-0.99000,17.22080,-0.48
-415.00,90.00,99.36,-0.74,-0.99000,17.22080,-0.48
-415.00,90.00,99.25,-0.74,-0.99000,17.22080,-0.48
-415.00,90.00,99.13,-0.74,-0.99000,17.22080,-0.48
-415.00,90.00,99.01,-0.74,-0.99000,17.22080,-0.48
-415.00,90.00,98.89,-0.74,-0.99000,17.22080,-0.48
-415.00,90.00,98.76,-0.74,-1.08000,17.22080,-0.48
-415.00,90.00,98.63,-0.74,-1.08000,17.22080,-0.48
-415.00,90.00,98.53,-0.74,-1.08000,17.22080,-0.48
-415.00,90.00,98.44,-0.90,-1.08000,17.22080,-0.16
-415.00,90.00,98.31,-0.90,-1.08000,17.22080,-0.16
-415.00,90.00,98.18,-0.90,-1.08000,17.22080,-0.16
-415.00,90.00,98.03,-0.90,-1.08000,17.22080,-0.16
-415.00,90.00,97.89,-0.90,-1.08000,17.22080,-0.16
-415.00,90.00,97.74,-0.90,-1.08000,17.22080,-0.16
-615.00,90.00,97.57,-0.90,-1.08000,17.22080,-0.16
-615.00,90.00,97.38,-0.90,-1.08000,17.22080,-0.16
-615.00,90.00,97.24,-0.90,-1.08000,17.22080,-0.16
-615.00,90.00,97.04,-1.19,-1.08000,17.22080,-0.19
-615.00,90.00,96.65,-1.19,-1.08000,17.22080,-0.19
-615.00,90.00,96.18,-1.19,-1.08000,17.22080,-0.19
-615.00,90.00,95.85,-1.19,-0.99000,17.22080,-0.19
-615.00,90.00,95.32,-1.19,-0.99000,17.22080,-0.19
-615.00,90.00,94.74,-1.19,-0.99000,17.22080,-0.19
