SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
0.00,90.00,0.00,0.00,0.00000,10.06
756.00,90.00,0.00,0.00,0.00000,0.01
756.00,90.00,0.00,0.00,0.00000,0.03
756.00,90.00,0.00,0.00,0.00000,0.02
756.00,90.00,0.00,0.00,0.00000,0.02
756.00,90.00,0.00,0.00,0.00000,0.03
756.00,90.00,0.00,0.00,0.00000,0.01
756.00,90.00,0.00,0.00,0.00000,-0.01
756.00,90.00,0.00,0.00,0.00000,-0.01
785.00,90.00,0.00,0.00,0.00000,0.01
785.00,90.00,0.00,0.00,0.00000,-0.01
785.00,90.00,0.00,0.00,0.00000,0.02
785.00,90.00,0.00,0.00,0.00000,-0.01
785.00,90.00,0.00,0.00,0.00000,-0.01
785.00,90.00,0.00,0.00,0.00000,0.02
785.00,90.00,0.00,0.00,0.00000,0.02
785.00,90.00,0.00,0.00,0.00000,-0.01
785.00,90.00,0.00,0.00,0.00000,0.01
-15.00,90.00,0.00,0.00,0.00000,0.01
-15.00,90.00,0.00,0.00,0.00000,0.02
-15.00,90.00,0.00,0.00,0.00000,0.01
-15.00,90.00,0.00,0.00,0.00000,-0.01
-15.00,90.00,0.00,0.00,0.00000,0.01
-15.00,90.00,0.00,0.00,0.00000,-0.02
-15.00,90.00,0.00,0.00,0.00000,-0.02
-15.00,90.00,0.00,0.00,0.00000,-0.02
-415.00,90.00,0.00,0.00,0.00000,-0.01
-415.00,90.00,0.00,0.00,0.00000,-0.01
-415.00,90.00,0.00,0.00,0.00000,0.03
-415.00,90.00,0.00,0.00,0.00000,-0.01
-415.00,90.00,0.00,0.00,0.00000,-0.01
-415.00,90.00,0.00,0.00,0.00000,-0.00
-415.00,90.00,0.00,0.00,0.00000,-0.00
-415.00,90.00,0.00,0.00,0.00000,0.00
-415.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,-0.02
-615.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,0.01
-615.00,90.00,0.00,0.00,0.00000,-0.00
100.00,90.00,0.00,0.00,0.00000,0.00
100.00,90.00,0.00,0.00,0.00000,-0.01
100.00,90.00,0.00,0.00,0.00000,-0.00
100.00,90.00,0.00,0.00,0.00000,-0.00
100.00,90.00,0.00,0.00,0.00000,-0.02
100.00,90.00,0.00,0.00,0.00000,-0.00
100.00,90.00,0.00,0.00,0.00000,-0.02
100.00,90.00,0.00,0.00,0.00000,0.00
100.00,90.00,0.00,0.00,0.00000,-0.03
-358.00,90.00,0.00,0.00,0.00000,-0.02
-358.00,90.00,0.00,0.00,0.00000,0.01
-358.00,90.00,0.00,0.00,0.00000,-0.00
-358.00,90.00,0.00,0.00,0.00000,-0.00
-358.00,90.00,0.00,0.00,0.00000,-0.00
-358.00,90.00,0.00,0.00,0.00000,0.02
-358.00,90.00,0.00,0.00,0.00000,0.02
-358.00,90.00,0.00,0.00,0.00000,0.00
-587.00,90.00,0.00,0.00,0.00000,-0.00
-587.00,90.00,0.00,0.00,0.00000,0.01
-587.00,90.00,0.00,0.00,0.00000,-0.01
-587.00,90.00,0.00,0.00,0.00000,-0.03
-587.00,90.00,0.00,0.00,0.00000,0.00
-587.00,90.00,0.00,0.00,0.00000,0.02
-587.00,90.00,0.00,0.00,0.00000,0.02
-587.00,90.00,0.00,0.00,0.00000,0.02
-587.00,90.00,0.00,0.00,0.00000,0.02
-701.00,90.00,0.00,0.00,0.00000,-0.00
-701.00,90.00,0.00,0.00,0.00000,-0.02
-701.00,90.00,0.00,0.00,0.00000,-0.01
-701.00,90.00,0.00,0.00,0.00000,0.03
-701.00,90.00,0.00,0.00,0.00000,0.02
