SL_PWM,U,SL_position,SL_speed,ARM_position,Sprung_acceleration_x
0.00,90.00,0.00,0.00,0.00000,10.07
649.00,90.00,0.00,0.00,0.00000,10.07
649.00,90.00,0.00,0.00,0.00000,10.07
649.00,90.00,0.03,0.00,0.00000,-0.07
649.00,90.00,0.08,0.00,0.00000,-0.07
649.00,90.00,0.17,0.00,0.00000,-0.07
649.00,90.00,0.30,0.00,0.00000,-0.07
649.00,90.00,0.45,0.00,0.00000,-0.07
649.00,90.00,0.63,0.00,0.00000,-0.07
649.00,90.00,0.83,0.00,0.00000,-0.07
649.00,90.00,1.05,0.00,0.00000,-0.07
649.00,90.00,1.29,0.00,0.00000,-0.07
649.00,90.00,1.56,0.00,0.00000,-0.07
649.00,90.00,1.86,0.00,0.00000,-0.07
649.00,90.00,2.16,1.61,0.00000,0.00
649.00,90.00,2.50,1.61,0.00000,0.00
649.00,90.00,2.85,1.61,0.00000,0.00
649.00,90.00,3.22,1.61,0.00000,0.00
649.00,90.00,3.60,1.61,0.00000,0.00
649.00,90.00,4.01,1.61,0.00000,0.00
649.00,90.00,4.43,1.61,0.00000,0.00
649.00,90.00,4.87,1.61,0.00000,0.00
649.00,90.00,5.33,1.61,0.00000,0.00
649.00,90.00,5.78,1.61,0.00000,0.00
649.00,90.00,6.28,1.61,0.00000,0.00
649.00,90.00,6.77,3.56,0.00000,0.00
649.00,90.00,7.28,3.56,0.00000,0.00
675.00,90.00,7.82,3.56,0.00000,0.00
675.00,90.00,8.36,3.56,0.00000,0.00
675.00,90.00,8.92,3.56,0.00000,0.00
675.00,90.00,9.49,3.56,0.00000,0.00
675.00,90.00,10.09,3.56,0.00000,0.00
675.00,90.00,10.72,3.56,0.00000,0.00
675.00,90.00,11.35,3.56,0.00000,0.00
675.00,90.00,11.97,3.56,0.00000,0.00
675.00,90.00,12.63,3.56,0.00000,0.00
675.00,90.00,13.31,5.10,0.00000,0.00
675.00,90.00,13.98,5.10,0.00000,0.00
675.00,90.00,14.69,5.10,0.00000,0.00
675.00,90.00,15.38,5.10,0.00000,0.00
