CONTROLLER_FLAG,SL_PWM,U,Motor_speed,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
100,0.00,0.00,0.00,0.00,0.00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.96,0.18,-0.55
100,800.78,147.86,0.00,8.82,0.00,0.00000,0.00000,-0.00000,-0.00000,0.01000,0.00395,0.00004,0.02,0.02,9.80
100,800.78,88.92,4.23,33.25,4.23,-0.00157,0.00000,-0.00016,-0.00370,0.00983,-0.00384,-0.00231,0.31,-0.47,10.07
100,800.78,59.46,10.17,63.30,10.17,-0.01257,-0.03491,-0.00176,-0.03548,0.00804,-0.03987,0.00019,-1.68,-0.78,9.32
100,-800.78,44.72,11.66,86.87,11.66,-0.03142,-0.24435,-0.00477,-0.06697,0.00400,-0.08981,0.00117,0.58,-1.12,10.25
100,-800.78,97.37,8.68,75.34,8.68,-0.05184,-0.48620,-0.00654,-0.04214,0.00049,-0.08345,0.00144,1.21,0.32,9.12
100,800.78,63.68,-5.65,61.28,-5.65,-0.03299,-0.42840,-0.00255,0.09070,0.00294,0.05555,-0.00033,-8.46,0.48,7.14
100,800.78,46.84,-4.92,69.20,-4.92,-0.02513,0.49806,-0.00240,0.00358,0.00479,0.04514,0.00035,0.05,-0.12,12.64
100,-800.78,38.41,3.59,70.86,3.59,-0.04084,0.10959,-0.00419,-0.04257,0.00338,-0.03351,-0.00223,3.80,-1.95,10.03
100,800.78,34.20,-0.23,52.53,-0.23,-0.02670,-0.29920,-0.00305,0.02715,0.00348,0.00225,0.00112,-4.26,0.67,5.62
100,800.78,92.11,-7.41,54.62,-7.41,-0.01414,0.33660,-0.00159,0.03471,0.00614,0.06354,0.00022,-3.25,-0.12,12.18
100,-495.44,61.05,1.39,67.88,1.39,-0.02356,0.26180,-0.00299,-0.03323,0.00567,-0.01121,-0.00045,6.95,-0.07,6.28
100,800.78,105.53,5.63,66.46,5.63,-0.03456,-0.26180,-0.00407,-0.02572,0.00364,-0.04848,0.00000,0.95,0.97,10.87
100,800.78,127.77,-0.87,75.32,-0.87,-0.04084,-0.22987,-0.00295,0.02719,0.00397,0.00806,-0.00022,-3.70,-0.26,9.83
100,800.78,138.89,3.97,90.57,3.97,-0.04869,-0.14612,-0.00404,-0.02586,0.00235,-0.03852,-0.00045,1.54,0.11,7.45
100,-800.78,84.44,6.60,105.13,6.60,-0.06754,-0.22440,-0.00596,-0.04570,-0.00035,-0.06427,0.00041,0.97,-0.01,9.82
100,-800.78,103.61,5.59,91.02,5.59,-0.08011,-0.41140,-0.00683,-0.02122,-0.00262,-0.05542,0.00115,0.51,1.36,10.40
100,800.78,126.81,-6.49,78.18,-6.49,-0.05341,-0.24435,-0.00305,0.08584,0.00027,0.06572,-0.00092,-7.82,-0.74,7.95
100,800.78,138.41,-4.18,86.53,-4.18,-0.04555,0.59840,-0.00347,-0.01000,0.00201,0.04148,0.00230,1.82,1.21,11.68
100,800.78,84.20,3.77,100.45,3.77,-0.06440,0.14960,-0.00543,-0.04657,0.00044,-0.03745,-0.00313,3.43,-2.85,11.37
100,-800.78,57.10,6.06,115.81,6.06,-0.08954,-0.44880,-0.00637,-0.02245,-0.00204,-0.05897,0.00190,0.60,0.22,8.34
100,-800.78,43.54,5.94,104.52,5.94,-0.10367,-0.58448,-0.00672,-0.00828,-0.00440,-0.05633,0.00096,0.01,-0.46,9.73
100,800.78,36.77,-5.65,74.63,-5.65,-0.06754,-0.29224,-0.00344,0.07620,-0.00211,0.05328,-0.00178,-8.78,-0.48,9.05
100,800.78,33.38,-11.76,63.94,-11.76,-0.01414,0.90757,-0.00148,0.04456,0.00311,0.11867,0.00366,-8.01,0.66,7.63
100,-800.78,31.69,-3.20,64.19,-3.20,-0.00942,1.15940,-0.00429,-0.06683,0.00435,0.02960,0.00160,10.01,-1.24,9.06
100,800.78,90.85,-0.43,50.33,-0.43,-0.01728,0.07480,-0.00439,-0.00254,0.00451,0.00386,-0.00692,0.67,0.77,11.81
100,800.78,60.42,-5.52,57.34,-5.52,-0.02042,-0.14960,-0.00200,0.05704,0.00641,0.04508,0.00067,-3.16,0.55,10.57
100,479.93,105.22,3.48,74.18,3.48,-0.02827,-0.07480,-0.00290,-0.02144,0.00522,-0.02825,-0.00045,2.26,-0.63,9.03
100,-800.78,67.60,7.06,77.75,7.06,-0.04241,-0.21918,-0.00482,-0.04474,0.00248,-0.06378,0.00084,0.62,-0.92,11.02
100,800.78,108.81,0.51,69.37,0.51,-0.04084,-0.33660,-0.00381,0.02408,0.00232,-0.00383,0.00070,-0.37,0.55,9.91
100,800.78,69.40,-2.90,79.01,-2.90,-0.04398,0.07480,-0.00291,0.02140,0.00348,0.02772,-0.00156,-0.39,0.61,11.75
100,-800.78,49.70,4.36,81.52,4.36,-0.05498,-0.07480,-0.00441,-0.03571,0.00172,-0.04208,0.00000,1.21,-0.56,9.13
100,800.78,39.84,0.10,61.37,0.10,-0.03927,-0.26180,-0.00355,0.02057,0.00168,-0.00089,0.00112,-1.76,1.26,8.02
100,800.78,122.47,-8.44,59.85,-8.44,-0.02042,0.44880,-0.00184,0.04071,0.00496,0.07815,0.00112,-6.21,1.06,8.72
100,800.78,76.23,0.08,72.16,0.08,-0.02827,0.37400,-0.00319,-0.03208,0.00493,-0.00070,-0.00045,7.63,-0.75,6.17
100,741.22,113.12,5.40,89.20,5.40,-0.04869,-0.22440,-0.00446,-0.03027,0.00285,-0.04961,-0.00089,0.15,0.08,10.46
100,-782.47,71.56,7.10,96.62,7.10,-0.07540,-0.51142,-0.00561,-0.02669,-0.00012,-0.06910,0.00179,0.59,-0.93,12.10
100,511.50,50.78,2.33,85.28,2.33,-0.07226,-0.59840,-0.00451,0.02612,-0.00106,-0.02230,0.00045,-0.92,0.43,9.42
100,800.78,100.39,-4.79,78.95,-4.79,-0.05341,0.11220,-0.00288,0.03882,0.00095,0.04783,-0.00290,-4.27,-0.08,12.05
100,347.20,65.19,-2.50,84.04,-2.50,-0.05498,0.48620,-0.00355,-0.01606,0.00193,0.02342,0.00223,4.93,0.47,10.26
100,-612.80,47.59,2.39,79.46,2.39,-0.05969,-0.07480,-0.00429,-0.01750,0.00094,-0.02366,-0.00246,0.60,-0.13,10.15
100,800.78,98.80,-2.67,67.76,-2.67,-0.04084,-0.07306,-0.00290,0.03235,0.00208,0.02644,-0.00001,-4.37,0.25,9.09
100,800.78,64.40,-4.33,75.25,-4.33,-0.03770,0.45975,-0.00276,0.00336,0.00377,0.04132,0.00224,1.24,0.51,8.82
100,-32.02,107.21,3.39,82.64,3.39,-0.05341,0.00000,-0.00413,-0.03275,0.00239,-0.03295,-0.00268,1.63,-0.80,10.50
100,-53.00,68.60,2.73,83.10,2.73,-0.05969,-0.34481,-0.00407,0.00160,0.00129,-0.02682,0.00211,-0.08,0.83,7.76
100,800.78,109.31,0.17,81.93,0.17,-0.05812,-0.14960,-0.00363,0.01051,0.00122,-0.00168,-0.00117,-2.44,-0.35,10.77
100,800.78,129.66,-0.33,91.16,-0.33,-0.06283,0.03653,-0.00361,0.00030,0.00136,0.00327,-0.00069,0.18,-0.23,10.95
100,757.54,139.84,4.14,105.51,4.14,-0.07226,-0.11220,-0.00496,-0.03215,-0.00038,-0.04129,0.00045,1.03,0.45,8.97
100,-800.78,84.91,6.19,108.86,6.19,-0.08796,-0.26180,-0.00654,-0.03745,-0.00284,-0.05854,0.00089,1.28,-0.04,6.95
100,800.78,117.46,0.53,95.67,0.53,-0.08639,-0.37400,-0.00549,0.02487,-0.00305,-0.00505,0.00067,-0.78,-0.16,10.22
100,-117.88,73.73,-5.16,102.41,-5.16,-0.08639,0.07662,-0.00368,0.04428,-0.00098,0.05042,-0.00182,-2.53,0.00,11.05
100,-800.78,40.93,2.97,93.93,2.97,-0.08482,0.00000,-0.00494,-0.02927,-0.00224,-0.02929,-0.00046,3.09,0.64,6.48
100,800.78,35.46,-4.46,71.10,-4.46,-0.05027,0.03653,-0.00319,0.04058,-0.00037,0.04350,0.00021,-4.73,-0.43,9.11
100,119.78,92.74,-9.17,68.88,-9.17,-0.02670,0.93500,-0.00261,0.01374,0.00339,0.08958,0.00537,-3.27,0.67,11.87
100,800.78,121.38,-0.57,72.39,-0.57,-0.03613,0.45975,-0.00396,-0.03294,0.00361,0.00530,-0.00290,8.10,-3.00,6.41
100,484.79,75.68,1.72,85.09,1.72,-0.05184,-0.25571,-0.00374,0.00525,0.00291,-0.01669,-0.00112,0.34,1.27,7.99
100,197.10,112.85,5.44,84.45,5.44,-0.06597,-0.37400,-0.00469,-0.02248,0.00066,-0.05341,0.00067,0.34,-0.30,12.29
100,800.78,71.42,-1.12,83.93,-1.12,-0.05969,-0.26180,-0.00333,0.03243,0.00113,0.01116,-0.00067,-6.10,-1.15,10.18
100,-203.61,110.72,0.48,90.23,0.48,-0.06597,0.07480,-0.00378,-0.01091,0.00093,-0.00485,-0.00112,3.42,1.65,8.95
100,800.78,130.37,2.21,90.62,2.21,-0.06912,-0.11220,-0.00433,-0.01298,0.00000,-0.02207,0.00022,-0.06,-1.96,11.49
100,157.64,80.18,0.49,101.13,0.49,-0.07540,-0.07480,-0.00428,0.00109,-0.00021,-0.00495,-0.00022,2.15,1.06,10.16
100,-800.78,55.08,4.61,96.12,4.61,-0.08325,-0.18700,-0.00552,-0.02938,-0.00207,-0.04440,0.00067,0.63,-0.51,9.88
100,800.78,42.54,-3.09,77.61,-3.09,-0.05969,-0.10959,-0.00382,0.03941,-0.00075,0.03064,-0.00045,-4.21,0.00,8.57
100,-800.78,36.27,-7.20,74.49,-7.20,-0.04241,0.59840,-0.00289,0.02232,0.00221,0.07063,0.00292,-3.68,-0.15,11.11
100,800.78,33.13,-1.53,58.46,-1.53,-0.03299,0.33660,-0.00343,-0.01288,0.00284,0.01480,-0.00156,4.41,-2.46,5.28
