SL_PWM, U, SL_position, SL_speed, ARM_position, ARM_speed, Deflection, Deflection_speed, Zlin_position, Zlin_speed, Unsprung_acceleration, Sprung_acceleration_x, Sprung_acceleration_y, Sprung_acceleration_z
950.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.01000,0.28571,0.19357,
950.00000,0.00000,0.04537,34.34808,0.00157,0.00000,-0.00001,-0.00100,0.00999,-0.00104,0.00000,
950.00000,0.00000,0.20438,172.68288,0.00314,0.10472,-0.00043,-0.01340,0.00985,-0.01404,-0.01576,
950.00000,0.00000,0.42557,228.18435,0.00785,0.10472,-0.00133,-0.04637,0.00919,-0.04842,-0.01576,
950.00000,0.00000,0.76233,326.20204,0.00942,0.10472,-0.00350,-0.10194,0.00678,-0.11289,0.00000,
987.00000,0.00000,1.14908,336.04569,0.00157,-0.20944,-0.00577,-0.10281,0.00421,-0.13906,-0.00000,
987.00000,0.00000,1.47340,335.10322,-0.01100,-0.41888,-0.00777,-0.09036,0.00061,-0.15725,0.00000,
987.00000,0.00000,1.82300,353.74333,-0.02513,-0.52360,-0.00995,-0.08421,-0.00259,-0.14904,0.01576,
987.00000,0.00000,2.10931,328.08699,-0.04241,-0.62832,-0.01136,-0.06976,-0.00531,-0.12102,-0.01576,
987.00000,0.00000,2.38346,300.44098,-0.06283,-0.73304,-0.01190,-0.00245,-0.00705,-0.09972,0.00000,
-19.00000,0.00000,2.58592,221.90116,-0.08011,-0.73304,-0.01175,0.05128,-0.00847,-0.04682,0.01576,
-19.00000,0.00000,2.67199,126.50146,-0.10210,-0.94248,-0.01026,0.08889,-0.00892,-0.00731,0.00000,
-19.00000,0.00000,2.68361,8.90118,-0.12252,-0.83776,-0.00892,0.09573,-0.00898,0.00129,0.00000,
-19.00000,0.00000,2.66253,-16.54572,-0.13666,-0.73304,-0.00759,0.03648,-0.00889,0.00599,-0.01576,
-19.00000,0.00000,2.63240,-35.91888,-0.13666,0.00000,-0.00732,0.00814,-0.00873,0.00891,0.00000,
-522.00000,0.00000,2.58708,-39.68879,-0.13352,0.00000,-0.00726,0.01662,-0.00853,0.01799,-0.01576,
-522.00000,0.00000,2.47672,-127.65338,-0.13038,0.10472,-0.00701,0.01036,-0.00786,0.04347,0.01576,
-522.00000,0.00000,2.25056,-199.49113,-0.11467,0.52360,-0.00670,0.01155,-0.00640,0.07509,-0.00000,
-522.00000,0.00000,2.05138,-241.90263,-0.09582,0.83776,-0.00656,0.00650,-0.00421,0.10256,0.00000,
-522.00000,0.00000,1.77442,-252.68877,-0.06597,1.04720,-0.00635,0.02618,-0.00191,0.12087,0.01576,
-774.00000,0.00000,1.49296,-296.04275,-0.03613,1.04720,-0.00594,0.01057,0.00088,0.14046,0.00000,
-774.00000,0.00000,1.17483,-352.80085,-0.01257,1.04720,-0.00480,0.03313,0.00451,0.13533,-0.00000,
-774.00000,0.00000,0.80963,-324.84068,0.01100,0.73304,-0.00362,0.03587,0.00739,0.10800,-0.01576,
-774.00000,0.00000,0.37810,-318.55750,0.01257,0.10472,-0.00194,0.08335,0.00950,0.05101,0.01576,
125.00000,0.00000,0.05746,-325.25956,0.00471,-0.31416,-0.00060,0.04798,0.00996,0.01364,-0.00000,
125.00000,0.00000,-0.06371,-132.15633,-0.00157,-0.31416,0.00012,0.02634,0.00998,-0.00201,0.00000,
125.00000,0.00000,-0.10055,-60.10914,-0.00628,-0.20944,0.00052,-0.00036,0.00995,-0.00038,-0.01576,
125.00000,0.00000,-0.08496,18.74484,-0.00628,0.00000,0.00053,0.00096,0.00996,0.00103,0.00000,
125.00000,0.00000,-0.05127,29.11209,-0.00628,0.00000,0.00055,0.00099,0.00999,0.00109,0.00000,
-450.00000,0.00000,-0.04981,12.56637,-0.00628,0.00000,0.00055,-0.00033,0.00999,-0.00037,0.00000,
-450.00000,0.00000,-0.09109,-50.68436,-0.00628,0.00000,0.00053,-0.00200,0.00996,-0.00215,0.00000,
-450.00000,0.00000,-0.14493,-66.91592,-0.00785,-0.10472,0.00062,-0.00410,0.00991,-0.00438,-0.01576,
-450.00000,0.00000,-0.21302,-84.29940,-0.01100,-0.20944,0.00078,0.02778,0.00978,-0.00804,0.01576,
-450.00000,0.00000,-0.28601,-86.07964,-0.01414,-0.10472,0.00092,0.02560,0.00963,-0.01037,0.01576,
-738.00000,0.00000,-0.35468,-92.99114,-0.01885,-0.20944,0.00112,0.02509,0.00939,-0.01091,0.01576,
-738.00000,0.00000,-0.44823,-110.37462,-0.02513,-0.31416,0.00138,0.01391,0.00907,-0.02277,-0.00000,
-738.00000,0.00000,-0.56017,-133.20353,-0.03456,-0.31416,0.00155,0.00441,0.00849,-0.03277,-0.00000,
-738.00000,0.00000,-0.67702,-140.21975,-0.04398,-0.41888,0.00186,0.03213,0.00792,-0.04059,0.01576,
-738.00000,0.00000,-0.80514,-150.37757,-0.05341,-0.52360,0.00197,0.02348,0.00700,-0.04934,0.01576,
-881.00000,0.00000,-0.93097,-151.21533,-0.06440,-0.41888,0.00196,0.01487,0.00596,-0.05785,0.01576,
-881.00000,0.00000,-1.06995,-161.68730,-0.07540,-0.41888,0.00174,-0.01648,0.00500,-0.05357,0.00000,
-881.00000,0.00000,-1.20805,-165.35249,-0.08639,-0.62832,0.00164,-0.00247,0.00360,-0.07429,0.01576,
-881.00000,0.00000,-1.35474,-177.29055,-0.10053,-0.52360,0.00144,-0.04465,0.00240,-0.08114,0.01576,
-881.00000,0.00000,-1.51970,-185.14453,-0.11467,-0.62832,0.00098,-0.02041,0.00067,-0.08988,0.01576,
-953.00000,0.00000,-1.69483,-204.62240,-0.12723,-0.52360,0.00050,-0.03129,-0.00117,-0.09850,0.01576,
-953.00000,0.00000,-1.89552,-216.76989,-0.13980,-0.52360,-0.00049,-0.04070,-0.00320,-0.10488,0.01576,
-953.00000,0.00000,-2.13044,-248.39526,-0.14923,-0.31416,-0.00189,-0.07996,-0.00531,-0.10710,-0.01576,
-953.00000,0.00000,-2.37949,-282.01030,-0.15708,-0.31416,-0.00311,-0.09801,-0.00766,-0.08848,-0.01576,
-953.00000,0.00000,-2.75275,-338.34953,-0.15865,-0.10472,-0.00536,-0.08035,-0.00926,-0.06684,0.00000,
35.00000,0.00000,-3.10019,-340.86280,-0.15394,0.31416,-0.00684,-0.09071,-0.00997,-0.00634,-0.03152,
35.00000,0.00000,-3.31456,-268.81561,-0.14451,0.20944,-0.00753,-0.02404,-0.00987,0.01379,-0.01576,
35.00000,0.00000,-3.47018,-170.06488,-0.13352,0.31416,-0.00814,-0.04583,-0.00951,0.02038,0.01576,
35.00000,0.00000,-3.57020,-139.38199,-0.12252,0.41888,-0.00877,-0.04393,-0.00909,0.02097,0.01576,
35.00000,0.00000,-3.65791,-102.73008,-0.11153,0.41888,-0.00929,-0.01125,-0.00869,0.02167,-0.00000,
-495.00000,0.00000,-3.75998,-122.10323,-0.10367,0.31416,-0.00936,0.00261,-0.00824,0.03575,-0.00000,
-495.00000,0.00000,-3.90574,-161.89674,-0.09425,0.41888,-0.00917,0.02773,-0.00726,0.06065,-0.00000,
-495.00000,0.00000,-4.08524,-216.03685,-0.08011,0.62832,-0.00903,0.01664,-0.00609,0.08063,0.00000,
-495.00000,0.00000,-4.29324,-229.54570,-0.05812,0.83776,-0.00899,-0.02545,-0.00427,0.10221,0.03152,
-495.00000,0.00000,-4.51321,-256.03980,-0.03613,0.94248,-0.00872,0.02193,-0.00207,0.11874,0.00000,
264.00000,0.00000,-4.72173,-262.53243,-0.01571,0.94248,-0.00842,0.00850,-0.00021,0.10705,0.00000,
264.00000,0.00000,-4.84932,-161.26842,-0.00471,0.52360,-0.00802,0.02275,0.00126,0.05627,-0.00000,
264.00000,0.00000,-4.90445,-104.30088,-0.00314,0.00000,-0.00763,0.01864,0.00191,0.01879,0.00000,
264.00000,0.00000,-4.90912,-12.56637,-0.00314,0.00000,-0.00758,-0.00426,0.00196,-0.00429,0.00000,
264.00000,0.00000,-4.89633,14.13717,-0.00314,0.00000,-0.00770,-0.00627,0.00185,-0.00631,0.00000,
644.00000,0.00000,-4.87764,13.61357,-0.00314,0.00000,-0.00790,-0.01587,0.00164,-0.01598,0.00000,
