SL_PWM, U, SL_position, SL_speed, ARM_position, ARM_speed, Deflection, Deflection_speed, Zlin_position, Zlin_speed, Unsprung_acceleration, Sprung_acceleration_x, Sprung_acceleration_y, Sprung_acceleration_z
496.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.01000,0.28571,0.19357,
496.00000,0.00000,0.02458,20.52507,0.00000,0.00000,-0.00000,-0.00028,0.01000,-0.00030,0.00000,
496.00000,0.00000,0.08829,80.42477,-0.00157,-0.10472,0.00011,0.02563,0.00996,-0.00253,0.01576,
496.00000,0.00000,0.17752,99.69321,-0.00314,0.00000,0.00015,0.02752,0.00987,-0.00764,0.02463,
496.00000,0.00000,0.27539,120.53244,-0.00628,-0.10472,0.00020,-0.01134,0.00963,-0.01164,-0.01970,
496.00000,0.00000,0.38248,118.96164,-0.01100,-0.20944,0.00030,0.01664,0.00931,-0.01111,0.01576,
-265.00000,0.00000,0.42452,52.25516,-0.01571,-0.20944,0.00052,0.02440,0.00911,-0.00297,0.00000,
-265.00000,0.00000,0.37927,-54.97787,-0.01571,0.00000,0.00081,0.00887,0.00927,0.00901,0.00000,
-265.00000,0.00000,0.30861,-78.95870,-0.01414,0.10472,0.00088,0.01374,0.00948,0.01395,0.00000,
-265.00000,0.00000,0.19066,-113.93509,-0.01100,0.20944,0.00078,0.01155,0.00980,0.01172,-0.01970,
-265.00000,0.00000,0.09162,-123.35987,-0.00628,0.10472,0.00064,0.00437,0.00994,0.00441,-0.02463,
-645.00000,0.00000,-0.07036,-162.00146,0.00000,0.20944,0.00013,-0.03710,0.00999,-0.00456,-0.00000,
-645.00000,0.00000,-0.30855,-243.57815,0.00628,0.20944,-0.00086,-0.03220,0.00956,-0.03316,-0.01970,
-645.00000,0.00000,-0.57138,-294.05307,0.00785,0.00000,-0.00221,-0.05487,0.00846,-0.05637,0.00000,
-645.00000,0.00000,-0.85273,-301.17402,0.00628,0.00000,-0.00383,-0.06478,0.00665,-0.10391,0.01576,
190.00000,0.00000,-1.13220,-312.16959,-0.00157,-0.20944,-0.00553,-0.07715,0.00432,-0.11606,0.00493,
