SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
-142.00000,0.00000,1.54335,-27.22714,-0.12723,0.00000,0.00076,0.01012,0.00027,0.01012,0.00000,-1.58071,-0.09820,0.06706
-142.00000,0.00000,1.51229,-38.22271,-0.12566,0.00000,0.00095,0.01420,0.00058,0.01419,0.00000,-0.29339,0.01317,0.02156
-142.00000,0.00000,1.47865,-42.93510,-0.12409,0.26180,0.00110,-0.00421,0.00085,0.01591,0.01095,-0.21795,0.08862,-0.07664
-584.00000,0.00000,1.44186,-44.76770,-0.12252,0.00000,0.00138,0.01656,0.00124,0.01652,-0.01095,-0.06107,0.02754,0.07425
-584.00000,0.00000,1.40478,-44.50590,-0.11938,0.26180,0.00154,-0.00385,0.00165,0.01633,0.01095,-0.19280,0.02994,0.05389
-584.00000,0.00000,1.36986,-41.03705,-0.11781,0.19635,0.00173,-0.00017,0.00196,0.01498,0.00616,-0.22992,0.07185,-0.01557
-584.00000,0.00000,1.33652,-38.74631,-0.11467,0.00000,0.00183,0.01408,0.00230,0.01403,-0.01095,-0.28022,0.04311,0.01437
-584.00000,0.00000,1.30598,-37.69911,-0.11153,0.26180,0.00183,-0.00677,0.00255,0.01357,0.01095,-0.21435,0.00958,0.06107
-805.00000,0.00000,1.27947,-39.00811,-0.10838,0.26180,0.00186,-0.00647,0.00282,0.01393,0.01095,0.09939,0.04910,0.03353
-805.00000,0.00000,1.23789,-41.88790,-0.10524,0.00000,0.00206,0.01481,0.00326,0.01474,-0.01095,0.11017,0.02994,-0.01796
-805.00000,0.00000,1.20105,-42.93510,-0.10210,0.26180,0.00208,-0.00566,0.00353,0.01487,0.01095,0.04790,-0.00479,0.01317
-805.00000,0.00000,1.15760,-43.19690,-0.09739,0.26180,0.00216,-0.00587,0.00398,0.01476,0.01095,-0.10658,-0.01078,0.05988
-805.00000,0.00000,1.12274,-42.14970,-0.09425,0.00000,0.00226,0.01422,0.00433,0.01416,-0.01095,0.05748,0.07185,-0.02874
-915.00000,0.00000,1.08070,-44.50590,-0.08954,0.26180,0.00223,-0.00614,0.00467,0.01467,-0.00000,0.10778,0.05030,-0.00479
-915.00000,0.00000,1.04852,-47.12389,-0.08639,0.26180,0.00229,-0.00565,0.00498,0.01523,0.01095,0.07305,0.01437,0.03233
-915.00000,0.00000,1.00759,-51.31268,-0.08168,0.26180,0.00233,-0.00461,0.00527,0.01635,0.01095,-0.04910,0.00958,-0.02275
-915.00000,0.00000,0.96420,-51.31268,-0.07854,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-915.00000,0.00000,0.91976,-51.31268,-0.07383,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-915.00000,0.00000,0.87532,-51.31268,-0.06912,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-970.00000,0.00000,0.83673,-51.31268,-0.06440,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-970.00000,0.00000,0.79095,-51.31268,-0.06126,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-970.00000,0.00000,0.74061,-51.31268,-0.05655,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-970.00000,0.00000,0.68695,-51.31268,-0.05184,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-970.00000,0.00000,0.63906,-51.31268,-0.04712,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
27.00000,0.00000,0.58978,-51.31268,-0.04241,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
27.00000,0.00000,0.54131,-51.31268,-0.03770,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
27.00000,0.00000,0.49407,-51.31268,-0.03456,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
27.00000,0.00000,0.44671,-51.31268,-0.02985,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
27.00000,0.00000,0.39895,-51.31268,-0.02670,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
526.00000,0.00000,0.36222,-51.31268,-0.02356,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
526.00000,0.00000,0.38324,-51.31268,-0.02356,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
526.00000,0.00000,0.43871,-51.31268,-0.02513,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
526.00000,0.00000,0.51054,-51.31268,-0.02827,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
526.00000,0.00000,0.58528,-51.31268,-0.03299,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
775.00000,0.00000,0.64881,-51.31268,-0.03770,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
775.00000,0.00000,0.72192,-51.31268,-0.04398,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
775.00000,0.00000,0.80572,-51.31268,-0.05184,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
775.00000,0.00000,0.88449,-51.31268,-0.05969,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
775.00000,0.00000,0.97839,-51.31268,-0.06754,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
775.00000,0.00000,1.06516,-51.31268,-0.07540,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-125.00000,0.00000,1.12350,-51.31268,-0.08168,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-125.00000,0.00000,1.11410,-51.31268,-0.08639,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-125.00000,0.00000,1.07894,-51.31268,-0.08482,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-125.00000,0.00000,1.02867,-51.31268,-0.08168,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-125.00000,0.00000,0.96940,-51.31268,-0.07854,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
450.00000,0.00000,0.91713,-51.31268,-0.07383,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
450.00000,0.00000,0.91871,-51.31268,-0.07069,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
450.00000,0.00000,0.95673,-51.31268,-0.07226,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
450.00000,0.00000,0.99632,-51.31268,-0.07383,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
450.00000,0.00000,1.02680,-51.31268,-0.07540,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
737.00000,0.00000,1.05547,-51.31268,-0.07854,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
737.00000,0.00000,1.09273,-51.31268,-0.08011,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
737.00000,0.00000,1.13746,-51.31268,-0.08482,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
737.00000,0.00000,1.19264,-51.31268,-0.08954,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
737.00000,0.00000,1.25156,-51.31268,-0.09582,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-144.00000,0.00000,1.31334,-51.31268,-0.10053,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-144.00000,0.00000,1.31807,-51.31268,-0.10367,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-144.00000,0.00000,1.29232,-51.31268,-0.10367,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-144.00000,0.00000,1.24385,-51.31268,-0.10210,0.26180,0.00230,-0.00492,0.00537,0.01607,0.00000,-0.11616,0.00359,-0.02754
-144.00000,0.00000,1.18861,5.33384,-0.09896,-0.01718,0.00194,-0.00035,0.00364,-0.00172,-0.00006,-0.11616,0.00359,-0.02754
440.00000,0.00000,1.13757,-61.52286,-0.09582,0.26180,0.00218,0.00027,0.00412,0.02090,0.01095,-0.27064,-0.06586,0.21795
440.00000,0.00000,1.13512,17.01696,-0.09425,0.00000,0.00218,-0.00575,0.00424,-0.00572,0.00000,-0.24788,0.04311,0.02515
440.00000,0.00000,1.17033,46.07669,-0.09425,0.00000,0.00187,-0.01577,0.00394,-0.01571,0.00000,0.72090,0.05868,0.11017
440.00000,0.00000,1.21699,54.45427,-0.09582,0.00000,0.00156,-0.01898,0.00351,-0.01891,0.00000,0.22633,0.02275,0.09101
440.00000,0.00000,1.26207,51.31268,-0.09896,-0.26180,0.00136,0.00248,0.00306,-0.01813,0.01095,0.32812,0.08263,-0.10538
440.00000,0.00000,1.29728,41.88790,-0.10053,0.00000,0.00120,-0.01508,0.00277,-0.01503,-0.01095,0.38081,-0.02515,0.00359
732.00000,0.00000,1.33757,50.78908,-0.10367,-0.26180,0.00107,0.00211,0.00240,-0.01840,0.01095,0.10897,-0.14729,-0.13053
732.00000,0.00000,1.39188,67.28244,-0.10838,-0.26180,0.00078,-0.00411,0.00186,-0.02454,0.01095,0.28860,-0.21076,-0.01078
732.00000,0.00000,1.45424,74.35103,-0.11310,0.00000,0.00051,-0.02745,0.00123,-0.02740,-0.01095,0.40117,-0.06467,0.02994
732.00000,0.00000,1.52904,85.53700,-0.11938,-0.28560,0.00030,-0.01414,0.00053,-0.03438,-0.00219,0.55445,0.07904,-0.15568
732.00000,0.00000,1.61045,103.11156,-0.12723,-0.33660,0.00011,-0.01271,-0.00038,-0.03957,0.00097,0.44667,-0.01557,0.07904
879.00000,0.00000,1.72046,134.82668,-0.13509,-0.26180,-0.00037,-0.02960,-0.00147,-0.04978,0.00000,-0.04311,-0.09221,0.12574
879.00000,0.00000,1.86247,167.55161,-0.14294,-0.52360,-0.00109,-0.01980,-0.00279,-0.06012,0.01095,-0.53529,0.13173,-0.40476
879.00000,0.00000,2.05523,199.75293,-0.15080,-0.52360,-0.00214,-0.02670,-0.00435,-0.06757,-0.01095,-0.12694,-0.34369,0.43709
879.00000,0.00000,2.30183,250.80381,-0.15708,-0.26180,-0.00364,-0.05000,-0.00650,-0.07069,-0.00000,-0.13891,-0.27303,0.06586
952.00000,0.00000,2.60571,316.51546,-0.16179,-0.26180,-0.00521,-0.03864,-0.00856,-0.06443,0.01095,-0.63827,-0.17843,0.62989
952.00000,0.00000,2.99876,331.69982,-0.15080,0.52360,-0.00719,-0.05243,-0.00993,-0.01914,0.00000,-2.05133,0.33051,0.15328
952.00000,0.00000,3.59572,430.65999,-0.09425,1.57080,-0.00935,-0.00179,-0.00621,0.12968,0.01095,-4.88584,-0.11855,0.69456
988.00000,0.00000,4.74848,457.88713,0.01100,1.30900,-0.00939,0.09583,0.00234,0.17157,-0.02189,3.58534,1.04303,1.85614
988.00000,0.00000,5.67490,461.81412,0.02670,-0.26180,-0.00361,0.11566,0.00882,0.07198,0.01095,6.54798,-0.62750,-0.26106
1006.00000,0.00000,6.27816,392.17548,-0.00314,-0.78540,-0.00000,0.08661,0.00996,-0.00702,0.01095,3.45242,0.10538,-0.54606
1006.00000,0.00000,6.74298,325.94024,-0.03770,-1.30900,0.00229,0.06314,0.00899,-0.04906,0.00000,2.83810,0.42272,0.55205
1006.00000,0.00000,7.06082,322.27505,-0.07226,-1.30900,0.00327,0.02942,0.00735,-0.07810,0.00000,0.41075,-0.43829,-0.47182
1006.00000,0.00000,7.36639,326.72564,-0.10838,-1.57080,0.00372,-0.02175,0.00455,-0.10322,-0.02189,0.32333,0.31016,0.11376
-10.00000,0.00000,7.68254,319.65705,-0.14294,-1.04720,0.00334,-0.03718,0.00176,-0.11623,-0.01095,-2.01541,-0.24788,-0.11496
-10.00000,0.00000,7.91506,211.79570,-0.16179,-0.52360,0.00257,-0.03951,-0.00043,-0.07871,-0.01095,-3.80329,-0.11017,-0.10059
-10.00000,0.00000,8.05614,148.96385,-0.16336,0.00000,0.00130,-0.05407,-0.00193,-0.05450,-0.01095,-0.61792,-0.27423,-10.11656
-10.00000,0.00000,8.17515,117.02433,-0.15865,0.26180,-0.00025,-0.06062,-0.00314,-0.04157,0.01095,-2.75667,-0.00838,0.13292
-10.00000,0.00000,8.26548,102.10176,-0.15551,0.00000,-0.00103,-0.03466,-0.00382,-0.03524,0.00000,-0.38799,0.10538,0.42272
-518.00000,0.00000,8.33608,88.48819,-0.15237,0.26180,-0.00209,-0.04874,-0.00454,-0.02954,0.01095,-0.05868,0.55325,-0.56522
-518.00000,0.00000,8.40942,80.89601,-0.14923,0.26180,-0.00297,-0.04513,-0.00519,-0.02585,0.01095,0.03473,0.20118,0.25267
-518.00000,0.00000,8.47634,73.30383,-0.14608,0.26180,-0.00376,-0.04179,-0.00576,-0.02241,0.01095,-0.34488,0.04910,0.23830
-518.00000,0.00000,8.52732,67.02064,-0.14137,0.26180,-0.00456,-0.03231,-0.00621,-0.01256,-0.00000,-0.16406,0.18921,-0.20717
-518.00000,0.00000,8.58589,65.71165,-0.13823,0.00000,-0.00524,-0.01773,-0.00666,-0.01834,-0.01095,0.20118,-0.11616,0.27782
254.00000,0.00000,8.64399,65.44985,-0.13352,0.26180,-0.00601,-0.03696,-0.00708,-0.01724,0.00000,0.14729,-0.24190,-0.14610
254.00000,0.00000,8.70893,81.41961,-0.12881,0.26180,-0.00659,-0.04009,-0.00743,-0.02046,0.00000,0.07065,-0.08622,-0.38680
254.00000,0.00000,8.78157,98.17477,-0.12409,0.26180,-0.00756,-0.04223,-0.00792,-0.02264,-0.00000,-0.26345,-0.17005,0.08622
254.00000,0.00000,8.89818,117.28613,-0.11467,0.52360,-0.00896,-0.06313,-0.00861,-0.02263,0.01095,-0.42152,0.03952,-0.06467
254.00000,0.00000,9.00779,131.16149,-0.10367,0.52360,-0.01019,-0.05927,-0.00912,-0.01824,0.01095,-0.85981,0.08383,-0.31255
639.00000,0.00000,9.14151,147.13126,-0.09268,0.52360,-0.01149,-0.05825,-0.00956,-0.01697,0.01095,-0.28620,-0.12694,0.52690
639.00000,0.00000,9.30904,219.12609,-0.08011,0.78540,-0.01297,-0.07552,-0.00992,-0.01237,0.01095,-0.74006,0.12095,-0.29219
639.00000,0.00000,9.52411,263.89378,-0.06126,1.04720,-0.01454,-0.08052,-0.00996,0.00633,0.01095,-1.39989,-0.19160,0.02275
639.00000,0.00000,9.83272,299.23670,-0.03613,0.78540,-0.01585,-0.02618,-0.00916,0.04050,0.00000,-1.24781,-0.30417,0.64666
639.00000,0.00000,10.12440,323.32224,-0.01100,1.04720,-0.01645,-0.01952,-0.00769,0.07350,0.01095,-0.26106,0.42152,-0.12215
-193.00000,0.00000,10.42127,302.37829,0.00628,0.52360,-0.01588,0.04404,-0.00557,0.09116,-0.01095,1.07536,0.08502,0.13173
-193.00000,0.00000,10.64895,206.29792,0.01414,0.00000,-0.01471,0.07147,-0.00369,0.07059,-0.02189,4.04519,0.27782,0.11855
-193.00000,0.00000,10.78693,158.65043,0.01414,0.00000,-0.01375,0.05716,-0.00259,0.05668,0.00000,-0.62271,-0.00479,-10.11297
-193.00000,0.00000,10.87610,88.08542,0.01571,0.12083,-0.01265,0.02959,-0.00136,0.02947,0.00000,1.13284,-0.63827,-0.40476
-193.00000,0.00000,10.92422,30.10693,0.01571,0.00000,-0.01201,0.01118,-0.00072,0.01116,0.00000,0.10299,0.16406,-0.26944
-609.00000,0.00000,10.92684,-27.48894,0.01571,0.00000,-0.01198,-0.01021,-0.00068,-0.01020,0.00000,0.05149,0.00359,0.18082
-609.00000,0.00000,10.90051,-28.27433,0.01571,0.00000,-0.01220,-0.01040,-0.00090,-0.01037,0.00000,0.01078,-0.03593,0.23591
-609.00000,0.00000,10.86203,-41.36430,0.01571,0.00000,-0.01257,-0.01531,-0.00127,-0.01526,0.00000,-0.07425,0.30536,-0.23950
-609.00000,0.00000,10.82600,-43.45870,0.01571,0.00000,-0.01292,-0.01602,-0.00163,-0.01595,0.00000,-0.05748,0.15807,0.15448
-609.00000,0.00000,10.80387,-21.46755,0.01571,0.00000,-0.01319,-0.00798,-0.00189,-0.00794,0.00000,-0.05149,0.13292,-0.02275
-817.00000,0.00000,10.79505,-2.61799,0.01571,0.00000,-0.01329,-0.00096,-0.00199,-0.00095,0.00000,-0.03593,0.05149,0.03712
-817.00000,0.00000,10.79849,4.97419,0.01571,0.00000,-0.01326,0.00183,-0.00196,0.00181,0.00000,-0.06347,0.04072,0.12215
-817.00000,0.00000,10.79844,-0.52360,0.01571,0.00000,-0.01326,-0.00019,-0.00196,-0.00019,0.00000,-0.01437,-0.01198,-0.09820
-817.00000,0.00000,10.78828,-27.22714,0.01571,0.00000,-0.01334,-0.00997,-0.00204,-0.00992,0.00000,0.02754,-0.29578,-0.05030
-817.00000,0.00000,10.77344,-13.87537,0.01571,0.00000,-0.01350,-0.00507,-0.00220,-0.00503,0.00000,0.00000,-0.07065,-0.08502
104.00000,0.00000,10.77531,7.06858,0.01571,0.00000,-0.01349,0.00258,-0.00219,0.00256,0.00000,0.00000,-0.01198,0.00958
104.00000,0.00000,10.77852,0.78540,0.01571,0.00000,-0.01345,0.00029,-0.00215,0.00029,0.00000,-0.04191,0.05509,-0.02156
104.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.02754,0.04910,0.02156
104.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.02635,0.05030,0.03712
104.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.03353,0.04311,-0.00958
-461.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.02275,0.01796,0.02515
-461.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.02515,0.02036,-0.03114
-461.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.00958,-0.05628,0.02395
-461.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,-0.01677,-0.03353,-0.04431
-461.00000,0.00000,10.77847,0.00000,0.01571,0.00000,-0.01346,0.00000,-0.00215,0.00000,0.00000,0.00120,-0.04431,0.00359
282.00000,0.00000,10.78080,3.14159,0.01571,0.00000,-0.01345,0.00115,-0.00215,0.00114,0.00000,-0.03473,0.00000,0.00000
282.00000,0.00000,10.81134,40.84070,0.01571,0.00000,-0.01322,0.01497,-0.00192,0.01489,0.00000,-0.02754,-0.02156,0.00838
282.00000,0.00000,10.86133,65.97345,0.01571,0.00000,-0.01272,0.02435,-0.00142,0.02425,0.00000,-0.02994,-0.03233,0.00000
