SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
-100.00000,0.00000,1.27281,61.78466,-0.08954,-0.26180,0.00053,-0.00119,0.00297,-0.02198,-0.01095,0.11376,-0.14131,0.36045
-100.00000,0.00000,1.27118,-18.58776,-0.09739,-0.26180,0.00098,0.02733,0.00293,0.00661,-0.00000,-0.32812,0.17723,-0.28980
-100.00000,0.00000,1.23614,-50.52728,-0.09896,0.00000,0.00158,0.01784,0.00328,0.01778,0.00000,-0.81670,0.02515,-0.14729
-100.00000,0.00000,1.18744,-60.99926,-0.09739,0.00000,0.00195,0.02135,0.00364,0.02126,0.00000,-1.87171,-0.16286,0.13292
-100.00000,0.00000,1.12975,-68.59144,-0.09425,0.26180,0.00212,0.00266,0.00419,0.02332,0.01095,-0.64067,0.06347,-0.11975
-562.00000,0.00000,1.06668,-74.35103,-0.08954,0.00000,0.00246,0.02459,0.00477,0.02448,-0.01095,-0.37123,-0.00120,0.08862
-562.00000,0.00000,0.99877,-79.32521,-0.08482,0.26180,0.00253,0.00445,0.00522,0.02530,0.00000,-0.80832,-0.28022,-0.01437
-562.00000,0.00000,0.88718,-109.43214,-0.07383,0.52360,0.00257,-0.01037,0.00626,0.03202,0.00000,-1.39151,0.00240,-0.05748
-562.00000,0.00000,0.76467,-143.98966,-0.05969,0.52360,0.00244,-0.00512,0.00717,0.03795,-0.01095,-1.38073,0.00240,-0.03952
-562.00000,0.00000,0.64368,-135.28483,-0.04869,0.58905,0.00230,0.00575,0.00781,0.03196,-0.01379,-1.11129,-0.12095,0.28980
-794.00000,0.00000,0.51387,-144.77506,-0.03613,0.52360,0.00197,-0.01689,0.00867,0.02761,-0.00000,0.41075,0.48619,-0.63468
-794.00000,0.00000,0.38283,-126.97270,-0.02513,0.52360,0.00155,-0.02606,0.00920,0.01912,0.01095,1.08494,-0.06706,0.39278
-794.00000,0.00000,0.28286,-114.92993,-0.01885,0.26180,0.00137,-0.00983,0.00956,0.01303,0.00000,1.00591,0.02874,0.06227
-794.00000,0.00000,0.19725,-100.79276,-0.01414,0.26180,0.00105,-0.01510,0.00980,0.00794,0.00000,0.69935,0.14729,-0.32812
-794.00000,0.00000,0.12017,-92.67698,-0.00942,0.26180,0.00077,-0.01865,0.00993,0.00454,0.01095,0.42512,-0.18801,-0.00240
-910.00000,0.00000,0.04823,-86.39380,-0.00471,0.00000,0.00054,0.00231,0.00998,0.00230,-0.01095,0.19998,-0.26944,0.18681
-910.00000,0.00000,-0.02196,-77.23082,0.00000,0.00000,0.00014,-0.00002,0.01000,-0.00004,-0.01095,0.11496,0.08383,-0.20477
-910.00000,0.00000,-0.07761,-69.63864,0.00157,0.00000,-0.00016,-0.00155,0.00998,-0.00159,-0.01095,0.69695,0.10059,0.02754
-910.00000,0.00000,-0.13723,-64.00995,0.00314,0.00000,-0.00037,-0.00285,0.00991,-0.00293,0.00000,0.42272,0.06586,0.03353
-910.00000,0.00000,-0.18867,-52.09808,0.00628,0.26180,-0.00073,-0.02714,0.00983,-0.00342,0.01095,-0.11855,0.03353,-0.02275
